r_seed=1,   C[0],   C[1],   H[2],   H[3],  
Y Velocity[A/fs],   0.008204,   0.002189,  -0.015528,  -0.073334, 
Z Velocity[A/fs],  -0.009948,   0.012610,  -0.013658,  -0.006482,  
Speed[A/fs],   0.205560,   0.206262,   0.693141,   0.692218,  
 
r_seed=104,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.211809,   0.199224,  -0.697715,   0.685054,  
Y Velocity[A/fs],   0.003748,  -0.002891,  -0.000306,   0.012241, 
Z Velocity[A/fs],  -0.001627,   0.012431,   0.004951,  -0.063776,  
Speed[A/fs],   0.211849,   0.199632,   0.697733,   0.688126,  
 
r_seed=105,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.207331,   0.203539,  -0.691302,   0.689663,  
Y Velocity[A/fs],   0.011469,  -0.008655,   0.007834,  -0.053644, 
Z Velocity[A/fs],   0.001124,   0.005212,  -0.067810,   0.017527,  
Speed[A/fs],   0.207651,   0.203789,   0.694664,   0.691968,  
 
r_seed=106,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.202693,   0.207736,  -0.690538,   0.694889,  
Y Velocity[A/fs],  -0.010903,   0.014419,   0.005401,  -0.022577, 
Z Velocity[A/fs],  -0.009178,  -0.007761,   0.019550,   0.000232,  
Speed[A/fs],   0.203193,   0.208380,   0.690835,   0.695255,  
 
r_seed=107,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208237,   0.203804,  -0.691261,   0.687011,  
Y Velocity[A/fs],  -0.007922,   0.002976,   0.059526,   0.040083, 
Z Velocity[A/fs],  -0.001182,   0.004213,   0.042992,  -0.022408,  
Speed[A/fs],   0.208391,   0.203870,   0.695150,   0.688544,  
 
r_seed=108,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.202489,   0.208139,  -0.688840,   0.698819,  
Y Velocity[A/fs],  -0.005248,  -0.000385,   0.029079,  -0.007447, 
Z Velocity[A/fs],  -0.002938,   0.007974,  -0.016598,   0.008326,  
Speed[A/fs],   0.202579,   0.208292,   0.689653,   0.698908,  
 
r_seed=109,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.210508,   0.200868,  -0.695341,   0.684842,  
Y Velocity[A/fs],  -0.003328,  -0.009518,   0.053812,   0.037038, 
Z Velocity[A/fs],  -0.008991,   0.006026,   0.024260,  -0.035443,  
Speed[A/fs],   0.210726,   0.201183,   0.697842,   0.686758,  
 
r_seed=110,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208513,   0.203831,  -0.690627,   0.689039,  
Y Velocity[A/fs],  -0.000335,   0.007249,  -0.053535,  -0.016870, 
Z Velocity[A/fs],   0.000271,   0.005339,  -0.022986,   0.022796,  
Speed[A/fs],   0.208513,   0.204029,   0.693080,   0.689623,  
 
r_seed=111,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.203027,   0.207568,  -0.689376,   0.692306,  
Y Velocity[A/fs],  -0.007621,   0.002183,   0.021453,   0.011074, 
Z Velocity[A/fs],   0.005461,  -0.020360,   0.004191,   0.065712,  
Speed[A/fs],   0.203243,   0.208575,   0.689723,   0.695506,  
 
r_seed=112,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209223,   0.202420,  -0.690762,   0.685605,  
Y Velocity[A/fs],   0.006646,  -0.003952,  -0.018811,  -0.010981, 
Z Velocity[A/fs],  -0.011524,   0.010498,   0.065733,  -0.067965,  
Speed[A/fs],   0.209646,   0.202731,   0.694137,   0.689053,  
 
r_seed=113,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.203105,   0.207595,  -0.690735,   0.695828,  
Y Velocity[A/fs],   0.000978,   0.007811,  -0.023218,   0.000247, 
Z Velocity[A/fs],  -0.001086,   0.009479,  -0.026827,   0.024821,  
Speed[A/fs],   0.203111,   0.207958,   0.691645,   0.696271,  
 
r_seed=114,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.211991,   0.199867,  -0.695503,   0.685535,  
Y Velocity[A/fs],   0.005557,   0.002944,  -0.010001,  -0.056005, 
Z Velocity[A/fs],  -0.004623,   0.004772,   0.022205,  -0.010488,  
Speed[A/fs],   0.212114,   0.199946,   0.695929,   0.687899,  
 
r_seed=115,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.204519,   0.205696,  -0.692435,   0.693843,  
Y Velocity[A/fs],  -0.012175,   0.000087,   0.009637,   0.015638, 
Z Velocity[A/fs],  -0.010074,   0.011894,  -0.026286,  -0.030007,  
Speed[A/fs],   0.205129,   0.206039,   0.693001,   0.694668,  
 
r_seed=116,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.213254,   0.199163,  -0.696232,   0.684302,  
Y Velocity[A/fs],  -0.000368,   0.001784,   0.003480,   0.016401, 
Z Velocity[A/fs],   0.000434,  -0.008852,   0.030486,  -0.012880,  
Speed[A/fs],   0.213255,   0.199368,   0.696908,   0.684620,  
 
r_seed=117,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209609,   0.200443,  -0.695822,   0.689147,  
Y Velocity[A/fs],  -0.009120,   0.008141,   0.030737,  -0.007296, 
Z Velocity[A/fs],  -0.009548,   0.011284,   0.036114,  -0.044801,  
Speed[A/fs],   0.210025,   0.200925,   0.697437,   0.690640,  
 
r_seed=118,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.210870,   0.202076,  -0.692621,   0.683631,  
Y Velocity[A/fs],  -0.003635,   0.000953,  -0.025204,   0.038068, 
Z Velocity[A/fs],   0.011681,  -0.001105,  -0.044936,  -0.024118,  
Speed[A/fs],   0.211225,   0.202081,   0.694535,   0.685115,  
 
r_seed=119,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.212577,   0.198603,  -0.698715,   0.683423,  
Y Velocity[A/fs],  -0.005886,   0.005558,   0.050138,   0.006898, 
Z Velocity[A/fs],  -0.000087,   0.002211,   0.015701,  -0.051400,  
Speed[A/fs],   0.212658,   0.198693,   0.700687,   0.685388,  
 
r_seed=120,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.206430,   0.204978,  -0.690819,   0.691925,  
Y Velocity[A/fs],  -0.005284,   0.013133,   0.028705,   0.016153, 
Z Velocity[A/fs],  -0.005503,   0.008472,  -0.027951,  -0.012482,  
Speed[A/fs],   0.206571,   0.205573,   0.691980,   0.692226,  
 
r_seed=121,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208090,   0.203947,  -0.691364,   0.687990,  
Y Velocity[A/fs],   0.007895,  -0.000836,   0.004934,   0.036234, 
Z Velocity[A/fs],  -0.004498,   0.004956,  -0.033531,  -0.057935,  
Speed[A/fs],   0.208289,   0.204009,   0.692195,   0.691375,  
 
r_seed=122,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208102,   0.202647,  -0.694524,   0.692182,  
Y Velocity[A/fs],   0.012715,  -0.005793,   0.011479,  -0.003708, 
Z Velocity[A/fs],   0.004081,   0.004718,  -0.008152,  -0.014365,  
Speed[A/fs],   0.208530,   0.202785,   0.694666,   0.692341,  
 
r_seed=123,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.212295,   0.200397,  -0.696303,   0.681617,  
Y Velocity[A/fs],   0.010651,  -0.010490,  -0.017402,  -0.012174, 
Z Velocity[A/fs],  -0.007545,   0.006291,  -0.001534,  -0.026325,  
Speed[A/fs],   0.212696,   0.200770,   0.696522,   0.682234,  
 
r_seed=124,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.207671,   0.202018,  -0.699025,   0.690244,  
Y Velocity[A/fs],  -0.012835,   0.013248,  -0.006846,  -0.000264, 
Z Velocity[A/fs],   0.004363,   0.000474,   0.007445,   0.019216,  
Speed[A/fs],   0.208113,   0.202453,   0.699098,   0.690511,  
 
r_seed=125,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.207306,   0.203055,  -0.693495,   0.692924,  
Y Velocity[A/fs],  -0.009936,   0.006502,  -0.032767,  -0.022839, 
Z Velocity[A/fs],   0.002876,  -0.003003,  -0.011032,   0.044237,  
Speed[A/fs],   0.207564,   0.203182,   0.694356,   0.694710,  
 
r_seed=126,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208003,   0.203778,  -0.691949,   0.684614,  
Y Velocity[A/fs],  -0.011603,   0.003614,   0.025938,   0.078650, 
Z Velocity[A/fs],  -0.007790,   0.012068,   0.031393,   0.010412,  
Speed[A/fs],   0.208472,   0.204167,   0.693146,   0.689196,  
 
r_seed=127,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.207286,   0.203634,  -0.692267,   0.690111,  
Y Velocity[A/fs],  -0.000166,  -0.005222,   0.008319,  -0.061755, 
Z Velocity[A/fs],   0.008105,  -0.002045,  -0.056280,   0.015964,  
Speed[A/fs],   0.207445,   0.203711,   0.694601,   0.693053,  
 
r_seed=128,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.211128,   0.200866,  -0.696096,   0.681722,  
Y Velocity[A/fs],  -0.003935,   0.005858,  -0.022512,   0.085198, 
Z Velocity[A/fs],   0.000161,   0.001553,  -0.006617,   0.018578,  
Speed[A/fs],   0.211165,   0.200957,   0.696491,   0.687277,  
 
r_seed=129,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208520,   0.202427,  -0.695087,   0.687485,  
Y Velocity[A/fs],  -0.000264,  -0.002958,   0.030487,   0.050254, 
Z Velocity[A/fs],  -0.011363,   0.004822,   0.034617,   0.036507,  
Speed[A/fs],   0.208830,   0.202506,   0.696616,   0.690286,  
 
r_seed=130,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.210564,   0.201940,  -0.695882,   0.684040,  
Y Velocity[A/fs],   0.002409,  -0.004150,   0.050424,  -0.010464, 
Z Velocity[A/fs],   0.005167,  -0.000600,  -0.018005,   0.001471,  
Speed[A/fs],   0.210641,   0.201984,   0.697939,   0.684122,  
 
r_seed=131,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.202093,   0.209009,  -0.691039,   0.692324,  
Y Velocity[A/fs],  -0.003472,   0.005550,   0.011267,  -0.041726, 
Z Velocity[A/fs],   0.001948,  -0.003344,  -0.034243,   0.047898,  
Speed[A/fs],   0.202132,   0.209109,   0.691978,   0.695233,  
 
r_seed=132,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.206752,   0.204251,  -0.691689,   0.690400,  
Y Velocity[A/fs],   0.005388,   0.002940,  -0.045095,  -0.020275, 
Z Velocity[A/fs],  -0.006430,   0.002655,  -0.063221,   0.032070,  
Speed[A/fs],   0.206922,   0.204289,   0.696035,   0.691442,  
 
r_seed=133,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209223,   0.202977,  -0.693714,   0.686380,  
Y Velocity[A/fs],  -0.009044,  -0.001321,  -0.052885,   0.027825, 
Z Velocity[A/fs],   0.006092,  -0.000718,  -0.009111,  -0.004328,  
Speed[A/fs],   0.209507,   0.202982,   0.695786,   0.686957,  
 
r_seed=134,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.207160,   0.203227,  -0.695940,   0.690380,  
Y Velocity[A/fs],  -0.006495,   0.000998,  -0.038372,  -0.015024, 
Z Velocity[A/fs],  -0.004464,   0.002800,   0.040802,  -0.037050,  
Speed[A/fs],   0.207310,   0.203249,   0.698191,   0.691537,  
 
r_seed=135,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.212621,   0.198779,  -0.698614,   0.683393,  
Y Velocity[A/fs],  -0.005845,   0.008574,  -0.015491,   0.005786, 
Z Velocity[A/fs],  -0.013573,   0.004259,  -0.018819,   0.032289,  
Speed[A/fs],   0.213134,   0.199009,   0.699040,   0.684180,  
 
r_seed=136,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.204592,   0.206137,  -0.695702,   0.690632,  
Y Velocity[A/fs],  -0.005948,   0.005740,  -0.018069,  -0.030256, 
Z Velocity[A/fs],   0.006661,  -0.001815,   0.026517,  -0.025129,  
Speed[A/fs],   0.204787,   0.206225,   0.696442,   0.691751,  
 
r_seed=137,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.204433,   0.206385,  -0.690986,   0.693861,  
Y Velocity[A/fs],  -0.000022,  -0.001871,  -0.022459,   0.044975, 
Z Velocity[A/fs],  -0.001702,  -0.000084,  -0.052623,   0.016131,  
Speed[A/fs],   0.204440,   0.206394,   0.693351,   0.695504,  
 
r_seed=138,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209012,   0.202081,  -0.693718,   0.685518,  
Y Velocity[A/fs],  -0.005404,   0.019355,  -0.010868,  -0.037270, 
Z Velocity[A/fs],  -0.015581,   0.008373,   0.036874,  -0.016373,  
Speed[A/fs],   0.209662,   0.203179,   0.694783,   0.686726,  
 
r_seed=139,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209016,   0.202368,  -0.694399,   0.688473,  
Y Velocity[A/fs],   0.002051,   0.002378,   0.008744,  -0.009672, 
Z Velocity[A/fs],   0.000733,  -0.000882,   0.065478,  -0.026940,  
Speed[A/fs],   0.209028,   0.202384,   0.697534,   0.689068,  
 
r_seed=140,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208498,   0.202843,  -0.697732,   0.686674,  
Y Velocity[A/fs],   0.009044,  -0.005825,   0.022868,   0.020962, 
Z Velocity[A/fs],  -0.005712,   0.001118,  -0.023875,  -0.008177,  
Speed[A/fs],   0.208772,   0.202930,   0.698515,   0.687042,  
 
r_seed=141,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209890,   0.201190,  -0.696409,   0.686281,  
Y Velocity[A/fs],   0.002349,  -0.002535,   0.031166,  -0.002849, 
Z Velocity[A/fs],   0.018354,  -0.008723,  -0.024394,   0.010361,  
Speed[A/fs],   0.210704,   0.201395,   0.697532,   0.686365,  
 
r_seed=142,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.210344,   0.201261,  -0.691052,   0.685698,  
Y Velocity[A/fs],  -0.014145,   0.012077,   0.078875,   0.016517, 
Z Velocity[A/fs],   0.003757,  -0.001075,  -0.027136,  -0.029646,  
Speed[A/fs],   0.210853,   0.201626,   0.696068,   0.686537,  
 
r_seed=143,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208140,   0.203414,  -0.693937,   0.686689,  
Y Velocity[A/fs],  -0.011754,   0.007529,  -0.037532,  -0.028498, 
Z Velocity[A/fs],  -0.010156,   0.000376,   0.009502,   0.042484,  
Speed[A/fs],   0.208719,   0.203554,   0.695016,   0.688592,  
 
r_seed=144,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.205728,   0.204008,  -0.696191,   0.694157,  
Y Velocity[A/fs],  -0.007574,   0.000322,  -0.027685,   0.018059, 
Z Velocity[A/fs],   0.009042,  -0.004851,   0.012584,  -0.008559,  
Speed[A/fs],   0.206065,   0.204065,   0.696855,   0.694445,  
 
r_seed=145,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.211261,   0.200731,  -0.694513,   0.683329,  
Y Velocity[A/fs],   0.003286,  -0.009519,  -0.044232,  -0.018495, 
Z Velocity[A/fs],   0.003738,  -0.004336,  -0.034745,   0.060671,  
Speed[A/fs],   0.211319,   0.201003,   0.696787,   0.686266,  
 
r_seed=146,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.205092,   0.206621,  -0.690457,   0.690101,  
Y Velocity[A/fs],  -0.004652,   0.010411,  -0.007396,   0.002827, 
Z Velocity[A/fs],  -0.012320,  -0.000620,   0.052800,   0.030290,  
Speed[A/fs],   0.205514,   0.206884,   0.692513,   0.690771,  
 
r_seed=147,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.212007,   0.198745,  -0.695617,   0.686566,  
Y Velocity[A/fs],   0.003584,   0.000049,  -0.013291,  -0.024659, 
Z Velocity[A/fs],   0.016081,  -0.009411,  -0.054258,  -0.022345,  
Speed[A/fs],   0.212646,   0.198967,   0.697856,   0.687372,  
 
r_seed=148,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.206067,   0.204356,  -0.697807,   0.687668,  
Y Velocity[A/fs],   0.006253,  -0.007139,  -0.009812,   0.004674, 
Z Velocity[A/fs],   0.002358,  -0.007425,   0.007302,   0.068133,  
Speed[A/fs],   0.206175,   0.204616,   0.697914,   0.691051,  
 
r_seed=149,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.210461,   0.200635,  -0.693456,   0.686852,  
Y Velocity[A/fs],   0.005200,  -0.002444,   0.019882,  -0.007896, 
Z Velocity[A/fs],  -0.013228,   0.004897,   0.081067,  -0.011491,  
Speed[A/fs],   0.210940,   0.200710,   0.698462,   0.686994,  
 
r_seed=150,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.208758,   0.201723,  -0.697035,   0.688395,  
Y Velocity[A/fs],   0.013597,  -0.000024,  -0.005354,  -0.014839, 
Z Velocity[A/fs],   0.011233,  -0.004735,  -0.015044,  -0.040394,  
Speed[A/fs],   0.209502,   0.201779,   0.697218,   0.689738,  
 
r_seed=151,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.204809,   0.206317,  -0.690800,   0.689220,  
Y Velocity[A/fs],  -0.008146,  -0.004606,   0.025619,   0.067311, 
Z Velocity[A/fs],   0.002084,  -0.009224,   0.013376,   0.057487,  
Speed[A/fs],   0.204982,   0.206575,   0.691405,   0.694881,  
 
r_seed=152,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.209224,   0.202026,  -0.696911,   0.686915,  
Y Velocity[A/fs],  -0.007535,  -0.000712,   0.036319,  -0.014005, 
Z Velocity[A/fs],  -0.007553,   0.001739,  -0.039632,  -0.004690,  
Speed[A/fs],   0.209496,   0.202034,   0.698981,   0.687074,  
 
r_seed=153,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.205047,   0.206682,  -0.689164,   0.690264,  
Y Velocity[A/fs],  -0.011715,   0.006970,   0.053238,   0.021843, 
Z Velocity[A/fs],   0.007754,  -0.004940,   0.007844,  -0.045168,  
Speed[A/fs],   0.205528,   0.206858,   0.691262,   0.692085,  
 
r_seed=154,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.211909,   0.198500,  -0.701286,   0.686502,  
Y Velocity[A/fs],  -0.004494,   0.002395,   0.029402,   0.005348, 
Z Velocity[A/fs],   0.001818,  -0.001504,  -0.029862,  -0.013301,  
