C3H8_7_5r44, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Y Velocity[A/fs],0.00184737, 0.289525, -0.183927, 0.179248, 0.154373, -0.162279, -0.215531, 0.0547302, 0.0360972,  
Z Velocity[A/fs],-0.000130151, -0.317851, -0.206742, 0.091929, 0.0669401, 0.0774705, 0.16033, -0.127771, -0.144207,  
Speed[A/fs],0.00188415, 0.430299, 0.276805, 0.288821, 0.267475, 0.298139, 0.348902, 0.53359, 0.561075, 

C3H8_7_5r7, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Densities, 10.98053312982309, 0.5964222099404893, 0.3762848489602648, 0.44871458970591, 0.474491293532719, 0.5148380527796688, 0.5399044518484559, 0.2554098008937946, 0.5893075396480617, 
Time[fs], 92.500000, 58.500000, 50.500000, 53.500000, 64.500000, 60.500000, 66.500000, 36.000000, 33.500000, 
Density Sum, 14.77590591713245
X Velocity[A/fs], -0.000661111, -0.000539114, -0.0178413, 0.256393, -0.203982, 0.137513, -0.167678, 0.452252, -0.475322,  
Y Velocity[A/fs],-0.00332348, 0.122044, -0.279617, 0.240742, 0.134679, -0.0483835, -0.157017, -0.269553, -0.0838135,  
Z Velocity[A/fs],0.0136276, -0.246728, -0.280317, 0.0253812, 0.0493116, 0.228714, 0.133007, -0.0443065, -0.0993749,  
Speed[A/fs],0.0140426, 0.275263, 0.396335, 0.352616, 0.249357, 0.271221, 0.265445, 0.528351, 0.492779, 

C3H8_7_5r50, C3H[0][1][2][8], H[3], H[4], H[5], H[6], H[7], H[9], H[10], 
Densities, 11.91338360622463, 0.1513305697436696, 0.4753605238619876, 0.4660129467520717, 0.3841881772982008, 0.2975307715415421, 0.4433614007142978, 0.3842740520340642, 
Time[fs], 120.000000, 55.500000, 118.500000, 72.000000, 65.500000, 61.000000, 32.000000, 32.500000, 
Density Sum, 14.51544204817046
X Velocity[A/fs], -0.00246324, -0.0119557, 0.0459636, 0.198317, -0.237631, 0.256118, 0.555597, -0.537607,  
Y Velocity[A/fs],0.0078851, 0.288314, 0.1356, 0.142994, 0.161184, -0.185505, -0.0518573, -0.0547773,  
Z Velocity[A/fs],0.00886859, -0.310317, -0.152225, 0.0685785, 0.131501, 0.0644109, -0.118793, -0.141649,  
Speed[A/fs],0.01212, 0.423751, 0.20898, 0.253929, 0.315818, 0.322734, 0.570516, 0.558647, 

C3H8_7_5r45, C3H2[0][1][2][7][8], H[3], H[4], H[5], H[6], H[9], H[10], 
Densities, 12.69660102420323, 0.217724013817809, 0.5791098963638567, 0.3291170728453235, 0.0952973751263544, 0.2725032602723607, 0.4477529986626058, 
Time[fs], 120.000000, 57.000000, 120.000000, 120.000000, 65.500000, 33.000000, 33.000000, 
Density Sum, 14.63810564129154
X Velocity[A/fs], 0.00749155, 0.0155913, -0.0335642, 0.063902, -0.21651, 0.535779, -0.522392,  
Y Velocity[A/fs],0.00402399, 0.252737, 0.130871, -0.184565, 0.236073, 0.0500857, 0.0079094,  
Z Velocity[A/fs],0.0123292, -0.29398, -0.088951, 0.0238147, 0.197908, -0.145275, -0.144143,  
Speed[A/fs],0.0149775, 0.387999, 0.16176, 0.196761, 0.37653, 0.557381, 0.541972, 

C3H8_7_5r49, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Densities, 11.10429314481295, 0.3640941537250459, 0.6257485936064073, 0.3013600769853773, 0.4189707677185212, 0.418911808823005, 0.4415738106454776, 0.3790639184687228, 0.468251312021978, 
Time[fs], 107.500000, 53.500000, 74.000000, 68.500000, 63.500000, 64.000000, 67.000000, 33.000000, 33.000000, 
Density Sum, 14.52226758680748
X Velocity[A/fs], -0.0020096, -0.0094878, 0.00449551, 0.190445, -0.208727, 0.227207, -0.208012, 0.537775, -0.518055,  
Y Velocity[A/fs],0.000178488, 0.298029, -0.0751666, 0.166634, 0.146721, -0.136355, -0.104413, 0.104085, 0.12987,  
Z Velocity[A/fs],0.0221776, -0.224658, -0.185143, 0.188099, 0.205145, 0.0385138, -0.00697662, -0.122652, -0.0986498,  
Speed[A/fs],0.0222692, 0.37334, 0.19987, 0.315305, 0.327382, 0.267767, 0.232851, 0.561319, 0.54312, 

C3H8_7_5r5, C3H[0][1][2][6], H[3], H[4], H[5], H[7], H[8], H[9], H[10], 
Densities, 11.68755192429718, 0.4569494916312091, 0.3905418556035147, 0.510933691805824, 0.4217304078680783, 0.3913420740415103, 0.2931762913678557, 0.5354533261469773, 
Time[fs], 105.500000, 57.500000, 60.500000, 60.500000, 66.500000, 56.000000, 33.500000, 33.500000, 
Density Sum, 14.68767906276214
X Velocity[A/fs], 0.00698678, -0.0150115, -0.000420607, 0.245057, 0.18989, -0.278034, 0.528593, -0.490685,  
Y Velocity[A/fs],-0.00446655, 0.192153, -0.210069, 0.144862, -0.123044, -0.180373, -0.183832, 0.115784,  
Z Velocity[A/fs],0.00465581, -0.271974, -0.258854, 0.0218268, 0.211999, 0.0851684, -0.10708, -0.0998524,  
Speed[A/fs],0.00951009, 0.333344, 0.333369, 0.285508, 0.310067, 0.342186, 0.569799, 0.513954, 

C3H8_7_5r36, C3H[0][1][2][8], H[3], H[4], H[5], H[6], H[7], H[9], H[10], 
Densities, 11.84817912106841, 0.2341325771681192, 0.4199422252723181, 0.3726199240420793, 0.2899135500745085, 0.3948510289715836, 0.4953678784139392, 0.4398472341060456, 
Time[fs], 120.000000, 52.500000, 74.000000, 60.500000, 61.500000, 58.500000, 33.000000, 32.500000, 
Density Sum, 14.494853539117
X Velocity[A/fs], 0.00198459, -0.011634, -0.036641, 0.234992, -0.227225, 0.259988, 0.540843, -0.52844,  
Y Velocity[A/fs],-0.00779187, 0.313788, -0.113379, 0.176672, 0.214028, -0.159274, 0.0823012, 0.0304449,  
Z Velocity[A/fs],0.00492163, -0.276555, -0.210299, 0.143117, 0.18892, 0.0187674, -0.159316, -0.130019,  
Speed[A/fs],0.00942732, 0.418426, 0.241708, 0.326981, 0.36487, 0.305474, 0.569795, 0.545052, 

C3H8_7_5r26, C3H[0][1][2][5], H[3], H[4], H[6], H[7], H[8], H[9], H[10], 
Densities, 11.79758727357058, 0.6094443121136238, 0.2198805033180999, 0.3555573962517694, 0.289215657162685, 0.4371559604510418, 0.4773876076028949, 0.4844988949203611, 
Time[fs], 120.000000, 81.500000, 55.000000, 81.500000, 61.000000, 67.000000, 33.500000, 33.500000, 
Density Sum, 14.67072760539105
X Velocity[A/fs], 0.00364534, 0.0157632, 0.0238507, -0.159986, 0.237667, -0.23363, 0.50864, -0.499767,  
Y Velocity[A/fs],0.0090973, 0.0989121, -0.259304, 0.15194, -0.232347, -0.160247, 0.0753682, 0.0608758,  
Z Velocity[A/fs],0.00634129, -0.182892, -0.310467, 0.109333, 0.181211, 0.0924616, -0.14719, -0.165625,  
Speed[A/fs],0.0116731, 0.208523, 0.405212, 0.246242, 0.378561, 0.298012, 0.534845, 0.530004, 

C3H8_7_5r11, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Densities, 11.21426001523186, 0.5376681963838363, 0.2899846991058627, 0.3086418029650872, 0.5352647429672193, 0.2932433576522022, 0.5197198155347624, 0.2631121592172363, 0.615242734081228, 
Time[fs], 120.000000, 63.000000, 54.000000, 60.500000, 61.000000, 63.000000, 62.500000, 33.500000, 33.500000, 
Density Sum, 14.5771375231393
X Velocity[A/fs], 0.00419703, -0.000845112, -0.00739417, 0.209166, -0.20035, 0.176819, -0.214255, 0.546262, -0.49752,  
Y Velocity[A/fs],-0.00375693, 0.180677, -0.246245, 0.222688, 0.15938, -0.226421, -0.152077, -0.0119557, 0.0911492,  
Z Velocity[A/fs],0.00467569, -0.223444, -0.288443, 0.167989, 0.157618, 0.1911, 0.0610794, -0.122765, -0.11464,  
Speed[A/fs],0.00732063, 0.287354, 0.379329, 0.348655, 0.300642, 0.345037, 0.269747, 0.560015, 0.518629, 

C3H8_7_5r32, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Densities, 11.14595211699783, 0.3276514705339885, 0.2587036191996353, 0.3889692040568518, 0.5295658168401973, 0.4098941149395136, 0.4367902295526447, 0.5823211962750132, 0.5333014578694872, 
Time[fs], 102.000000, 56.000000, 50.500000, 66.500000, 60.500000, 58.500000, 61.500000, 34.500000, 33.500000, 
Density Sum, 14.61314922626516
X Velocity[A/fs], 0.00839119, 0.0180374, 0.00892002, 0.176014, -0.210041, 0.225109, -0.19726, 0.485124, -0.509189,  
Y Velocity[A/fs],-0.000579399, 0.27543, -0.220962, 0.15986, 0.165146, -0.211074, -0.184911, 0.0372285, -0.077708,  
Z Velocity[A/fs],0.0126996, -0.229084, -0.320963, 0.196271, 0.0985104, 0.100105, 0.151387, -0.124534, -0.145401,  
Speed[A/fs],0.0152324, 0.358701, 0.38977, 0.308316, 0.284771, 0.324418, 0.309874, 0.502235, 0.535213, 

C3H8_7_5r18, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Densities, 10.79791440152952, 0.4008070887835142, 0.5717467512163613, 0.5792108775235482, 0.7185468145080969, 0.2666785838449345, 0.2671561200745529, 0.4998329118797564, 0.4116295404275624, 
Time[fs], 120.000000, 65.000000, 68.000000, 120.000000, 120.000000, 59.000000, 58.500000, 33.000000, 32.500000, 
Density Sum, 14.51352308978785
X Velocity[A/fs], -0.00213328, 0.00301119, 0.0108938, 0.0649507, 0.0006791, 0.257273, -0.286647, 0.521391, -0.549816,  
Y Velocity[A/fs],0.00604514, 0.243635, -0.135376, 0.0308957, 0.0114534, -0.210313, -0.208464, -0.000726926, 0.0758357,  
Z Velocity[A/fs],0.0139784, -0.236343, -0.246875, -0.00843046, 0.0573784, 0.151594, 0.0883432, -0.120316, -0.126606,  
Speed[A/fs],0.0153782, 0.339448, 0.281766, 0.0724169, 0.0585143, 0.365242, 0.365279, 0.535094, 0.569279, 

C3H8_7_5r28, C3H2[0][1][2][3][6], H[4], H[5], H[7], H[8], H[9], H[10], 
Densities, 12.47964409926615, 0.3166247052441929, 0.4043604492878238, 0.3653697049534089, 0.3273883452595608, 0.468045005175777, 0.3283214071756439, 
Time[fs], 120.000000, 61.500000, 65.500000, 77.000000, 59.500000, 33.500000, 32.500000, 
Density Sum, 14.68975371636256
X Velocity[A/fs], -0.0110309, -0.00202352, 0.216953, 0.213378, -0.277837, 0.511812, -0.534922,  
Y Velocity[A/fs],0.00148764, -0.215725, 0.222539, -0.131444, -0.199665, -0.0637095, 0.0743936,  
Z Velocity[A/fs],0.00334743, -0.287437, 0.0997234, 0.0735833, 0.0983331, -0.1448, -0.156956,  
Speed[A/fs],0.0116232, 0.35939, 0.3264, 0.261194, 0.35599, 0.535703, 0.562415, 

C3H8_7_5r23, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Densities, 11.20083101929517, 0.4200596211375859, 0.3904870376935054, 0.4269943153010294, 0.4502050272813464, 0.2544803258933854, 0.2607779167396148, 0.4672652052681146, 0.6009227241148158, 
Time[fs], 88.000000, 54.000000, 51.000000, 57.000000, 60.500000, 53.000000, 50.500000, 33.500000, 33.500000, 
Density Sum, 14.47202319272457
X Velocity[A/fs], 0.011933, -0.00484734, 0.0175, 0.185381, -0.199148, 0.223025, -0.249266, 0.487627, -0.484023,  
Y Velocity[A/fs],0.00356749, 0.255983, -0.171921, 0.17619, 0.105915, -0.270644, -0.298799, 0.054728, 0.0714391,  
Z Velocity[A/fs],-0.00490687, -0.242147, -0.289478, 0.22411, 0.136281, 0.162247, 0.137381, -0.134212, -0.0922977,  
Speed[A/fs],0.0133866, 0.3524, 0.337136, 0.34005, 0.263535, 0.386409, 0.41266, 0.508713, 0.497896, 

C3H8_7_5r19, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Densities, 11.18192606335422, 0.2655868431659991, 0.451403582788876, 0.460691887960563, 0.3336646349510748, 0.4979414867418334, 0.3417806664643716, 0.4755214119076844, 0.6414502210121354, 
Time[fs], 104.000000, 46.500000, 59.500000, 53.000000, 55.500000, 64.500000, 62.000000, 34.000000, 33.500000, 
Density Sum, 14.64996679834675
X Velocity[A/fs], 0.00415399, 0.017117, -0.0238059, 0.250836, -0.209481, 0.187343, -0.199914, 0.486328, -0.483591,  
Y Velocity[A/fs],0.00543092, 0.203116, -0.228747, 0.247483, 0.260672, -0.0656221, -0.212115, -0.150549, -0.0167636,  
Z Velocity[A/fs],0.0156137, -0.355912, -0.228002, 0.0925286, 0.179823, 0.195047, 0.16177, -0.0987527, -0.0962559,  
Speed[A/fs],0.0170452, 0.41015, 0.323847, 0.364319, 0.379695, 0.278293, 0.333359, 0.518586, 0.493363, 

C3H8_7_5r40, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Densities, 11.21069691785458, 0.5449209122343489, 0.4252556418467618, 0.3749814589622648, 0.269039472847369, 0.3196458844360456, 0.4463619647966645, 0.4739728747767238, 0.635193623594445, 
Time[fs], 93.000000, 69.000000, 60.000000, 64.500000, 60.000000, 56.500000, 70.500000, 33.500000, 33.500000, 
Density Sum, 14.7000687513492
X Velocity[A/fs], -0.0127439, -0.00522302, 0.00738656, 0.196558, -0.222731, 0.218057, -0.178704, 0.501868, -0.476988,  
Y Velocity[A/fs],0.00317277, 0.177243, -0.139021, 0.144276, 0.187506, -0.266732, -0.0836913, 0.0833808, 0.0903554,  
Z Velocity[A/fs],0.00135942, -0.184259, -0.252609, 0.164254, 0.226917, 0.0889946, 0.0376641, -0.132618, -0.136277,  
Speed[A/fs],0.0132031, 0.255722, 0.288431, 0.29399, 0.369133, 0.35583, 0.200893, 0.525748, 0.504236, 

C3H8_7_5r37, C3H[0][1][2][7], H[3], H[4], H[5], H[6], H[8], H[9], H[10], 
Densities, 11.68896841923406, 0.2645166411630384, 0.5540453077316574, 0.4382434221146073, 0.2957804697702263, 0.4273934147676717, 0.5320244644906618, 0.4527946610815453, 
Time[fs], 88.500000, 50.500000, 71.500000, 59.000000, 58.500000, 56.000000, 33.500000, 35.000000, 
Density Sum, 14.65376680035346
X Velocity[A/fs], -0.000634715, -0.00728704, 0.00984304, 0.225892, -0.185027, -0.219597, 0.495454, -0.469748,  
Y Velocity[A/fs],0.00361602, 0.260002, -0.0952569, 0.168342, 0.157035, -0.243053, -0.0479228, 0.205048,  
Z Velocity[A/fs],-0.00610049, -0.307972, -0.186526, 0.103129, 0.24144, 0.0951332, -0.103103, -0.0939701,  
Speed[A/fs],0.00712001, 0.403114, 0.209672, 0.300003, 0.342328, 0.341098, 0.508332, 0.521093, 

C3H8_7_5r17, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Densities, 11.17989051887414, 0.4175534965897075, 0.3833300911414191, 0.218206160406849, 0.6142168138196996, 0.4032525070989311, 0.4188883916143103, 0.4892566479000381, 0.511225133340482, 
Time[fs], 111.500000, 64.000000, 58.000000, 56.500000, 79.500000, 68.500000, 60.500000, 34.500000, 33.500000, 
Density Sum, 14.63581976078557
X Velocity[A/fs], 0.00978848, -0.00376151, -0.0137398, 0.269374, -0.142454, 0.176986, -0.235975, 0.488713, -0.520966,  
Y Velocity[A/fs],0.00341694, 0.143838, -0.269489, 0.228348, 0.05942, -0.134512, -0.176623, -0.139576, 0.0439436,  
Z Velocity[A/fs],0.00204628, -0.247254, -0.236521, 0.0749379, 0.0360697, 0.183193, 0.137453, -0.137567, -0.142776,  
Speed[A/fs],0.0105677, 0.286074, 0.358825, 0.361, 0.158508, 0.288058, 0.325228, 0.526542, 0.541961, 

C3H8_7_5r43, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Densities, 11.12189934637437, 0.4713067932610071, 0.4106674816614145, 0.4178956247280437, 0.4865750714585445, 0.3614558569597124, 0.2762542102528662, 0.5927390532111432, 0.5018100356349646, 
Time[fs], 120.000000, 56.500000, 57.500000, 63.500000, 58.500000, 59.500000, 59.000000, 33.500000, 34.000000, 
Density Sum, 14.64060347354207
X Velocity[A/fs], -0.00080811, 0.00118346, 0.00365129, 0.209588, -0.230828, 0.229458, -0.234034, 0.505746, -0.520134,  
Y Velocity[A/fs],9.48685e-05, 0.20688, -0.237278, 0.19177, 0.189471, -0.221124, -0.208968, -0.000611076, -0.0508467,  
Z Velocity[A/fs],0.0087023, -0.274045, -0.263414, 0.122301, 0.101196, 0.127504, 0.164135, -0.120066, -0.156392,  
Speed[A/fs],0.00874026, 0.343368, 0.354543, 0.309291, 0.315312, 0.343226, 0.354091, 0.519803, 0.545511, 

C3H8_7_5r6, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Densities, 11.13516978445614, 0.3920909687558132, 0.311714348984889, 0.4613371883973942, 0.4489300047626791, 0.1316885161933603, 0.5193263654878244, 0.5067809921445919, 0.4897289388239515, 
Time[fs], 67.500000, 50.000000, 48.500000, 50.500000, 59.000000, 46.000000, 58.000000, 33.500000, 32.500000, 
Density Sum, 14.39676710800664
X Velocity[A/fs], 0.00447974, 0.013474, 0.00546781, 0.227513, -0.180474, 0.142274, -0.197382, 0.462073, -0.488012,  
Y Velocity[A/fs],0.00297172, 0.17088, -0.295545, 0.260651, 0.199087, -0.135686, -0.124868, -0.141325, 0.0323084,  
Z Velocity[A/fs],0.00196995, -0.271125, -0.23523, 0.055451, 0.107696, 0.337415, 0.111404, -0.0831101, -0.121652,  
Speed[A/fs],0.00572537, 0.320765, 0.37777, 0.350394, 0.289491, 0.390515, 0.258771, 0.490297, 0.503983, 

C3H8_7_5r10, C3H[0][1][2][7], H[3], H[4], H[5], H[6], H[8], H[9], H[10], 
Densities, 11.84494408139816, 0.3160859128780916, 0.3723663673698336, 0.239422310277344, 0.4214669811251084, 0.3387273381357943, 0.5030769257307217, 0.4316626522036995, 
Time[fs], 120.000000, 54.000000, 73.000000, 55.500000, 66.500000, 62.000000, 33.000000, 33.000000, 
Density Sum, 14.46775256911875
X Velocity[A/fs], 0.0055576, -0.0145509, 0.00257738, 0.286426, -0.197574, -0.213688, 0.517223, -0.547533,  
Y Velocity[A/fs],-0.0104178, 0.226852, -0.180165, 0.221122, 0.181411, -0.228561, -0.0703925, 0.0138245,  
Z Velocity[A/fs],0.00138911, -0.315902, -0.204628, 0.0925718, 0.103028, 0.142631, -0.143023, -0.138581,  
Speed[A/fs],0.011889, 0.389189, 0.272651, 0.373503, 0.287333, 0.34387, 0.54123, 0.564968, 

C3H8_7_5r22, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Densities, 11.12633586195542, 0.3616223554832607, 0.4135557691547806, 0.441086295074673, 0.4242544400549142, 0.3721798577958743, 0.3894994137432766, 0.5138859088645574, 0.6551240565337044, 
Time[fs], 89.000000, 50.500000, 57.000000, 64.000000, 57.500000, 53.500000, 57.000000, 33.500000, 34.000000, 
Density Sum, 14.69754395866046
X Velocity[A/fs], 0.00294218, -0.00454575, 0.00759928, 0.185289, -0.177818, 0.250181, -0.225072, 0.485021, -0.468266,  
Y Velocity[A/fs],0.00215292, 0.301451, -0.120987, 0.145431, 0.168544, -0.247524, -0.217915, 0.121066, 0.0736251,  
Z Velocity[A/fs],0.00128443, -0.235891, -0.26039, 0.193242, 0.228752, 0.0904933, 0.0946312, -0.115743, -0.107773,  
Speed[A/fs],0.00386539, 0.382803, 0.287226, 0.304671, 0.335192, 0.363383, 0.32726, 0.513127, 0.486116, 

C3H8_7_5r38, C3H2[0][1][2][4][7], H[3], H[5], H[6], H[8], H[9], H[10], 
Densities, 12.52786328060866, 0.1580389529424581, 0.3399680064467481, 0.2284108968129659, 0.4541513262592413, 0.5514376801740571, 0.436666443657367, 
Time[fs], 101.000000, 50.500000, 57.000000, 69.000000, 71.500000, 34.500000, 34.000000, 
Density Sum, 14.69653658690149
X Velocity[A/fs], 0.00873772, 0.0127486, 0.274064, -0.186674, -0.19778, 0.471218, -0.517367,  
Y Velocity[A/fs],0.00638508, 0.256717, 0.166479, 0.179067, -0.104091, -0.121501, 0.117409,  
Z Velocity[A/fs],0.0131193, -0.334123, 0.0996212, 0.214454, 0.0217766, -0.144921, -0.107067,  
Speed[A/fs],0.0170068, 0.42155, 0.335784, 0.33601, 0.224557, 0.507751, 0.541218, 

C3H8_7_5r14, C3[0][1][2], H[3], H[4], H[5], H[6], H[7], H[8], H[9], H[10], 
Densities, 11.12131794003901, 0.3628490316758173, 0.3471297735063097, 0.4818165004368121, 0.5189199823969726, 0.3549856703619452, 0.2203901244503523, 0.5478489130875395, 0.4609200258612484, 
Time[fs], 120.000000, 56.500000, 53.500000, 71.000000, 72.500000, 56.000000, 54.000000, 32.500000, 32.000000, 
Density Sum, 14.41617796181601
X Velocity[A/fs], 0.00810766, 0.0054818, 0.00296631, 0.179494, -0.16896, 0.253715, -0.272147, 0.532286, -0.537982,  
Y Velocity[A/fs],0.00169173, 0.27559, -0.240384, 0.0790624, 0.11848, -0.224529, -0.274099, 0.00292518, 0.0824677,  
Z Velocity[A/fs],0.000601865, -0.22082, -0.300089, 0.0900595, 0.131703, 0.145674, 0.122016, -0.121199, -0.114496,  
Speed[A/fs],0.00830412, 0.353188, 0.384509, 0.215824, 0.244807, 0.368789, 0.405071, 0.545918, 0.556179, 

C3H8_7_5r8, C3H[0][1][2][7], H[3], H[4], H[5], H[6], H[8], H[9], H[10], 
Densities, 11.88391981672038, 0.3857292253790236, 0.6505092879814537, 0.2987306967593354, 0.3182805993381887, 0.3418845560870947, 0.4319656090926053, 0.5915282040882882, 
Time[fs], 120.000000, 61.000000, 91.000000, 63.000000, 66.500000, 57.000000, 34.000000, 33.500000, 
Density Sum, 14.90254799544637
X Velocity[A/fs], 0.0108041, 0.0057973, 0.0138583, 0.265026, -0.214711, -0.253173, 0.519192, -0.507609,  
Y Velocity[A/fs],-0.00432186, 0.217811, -0.0147623, 0.154647, 0.159634, -0.230088, -0.0398357, 0.0900126,  
Z Velocity[A/fs],-0.00272032, -0.289603, -0.16502, 0.108413, 0.107834, 0.120301, -0.100319, -0.122279,  
