pulse9_5r23, C, H, H, H, H, 
Densities, 3.546326860127696, 0.2548693606186666, 0.6015281264089717, 0.5527063630051793, 0.3616614191397284, 
Time[fs], 118.500000, 58.000000, 88.500000, 82.000000, 62.000000, 
X Velocity[A/fs], -4.0559e-182, 0.16242, -0.0496958, 0.25861, -0.146129,  
Y Velocity[A/fs],-3.17719e-182, 0.0693484, 0.0795519, -0.307109, -0.0895817,  
Z Velocity[A/fs],3.01617e-182, -0.110488, 0.0532243, 0.349918, -0.11605,  
Speed[A/fs],0, 0.208319, 0.107847, 0.532577, 0.206993, 
pulse9_5r55, CH, H, H, H, 
pulse9_5r8, CH, H, H, H, 
Densities, 4.167924625611483, 0.466487485947824, 0.3702848409183839, 0.2355855385900286, 
Time[fs], 84.500000, 84.500000, 43.500000, 61.500000, 
X Velocity[A/fs], -3.35502e+36, 0.06095, -0.296028, 0.122776,  
Y Velocity[A/fs],-4.6944e+198, 0.0738852, 0.181746, -0.0573828,  
Z Velocity[A/fs],-0.00160807, -0.0747084, 0.0199862, 0.174235,  
Speed[A/fs],inf, 0.121471, 0.347942, 0.220736, 
pulse9_5r36, C, H, H, H, H, 
Densities, 3.3756046753721, 0.3046289254155701, 0.6075430119046885, 0.4636983542088133, 0.2653577617022285, 
Time[fs], 120.000000, 52.000000, 39.000000, 73.000000, 58.000000, 
X Velocity[A/fs], -4.8825e-258, -2.32276e-15, -0.298394, 0.219616, 0.0120221,  
Y Velocity[A/fs],-6.22086e-259, -5.31714e-15, 0.0790921, 0.0509879, -0.173399,  
Z Velocity[A/fs],3.54877e-259, 3.46807e-15, 0.021542, 0.453799, -0.126435,  
Speed[A/fs],0, 6.75978e-15, 0.309449, 0.50672, 0.214936, 
pulse9_5r38, CH2, H, H, 
Densities, 4.55359253229251, 0.3191525787147769, 0.5173237970928485, 
Time[fs], 120.000000, 41.000000, 120.000000, 
X Velocity[A/fs], 0.00471134, 7.70875e-15, 0.0714334,  
Y Velocity[A/fs],-0.000156358, -4.24003e-15, 0.0340514,  
Z Velocity[A/fs],0.000581699, -1.00005e-15, -0.038487,  
Speed[A/fs],0.00474969, 8.85454e-15, 0.087997, 
pulse9_5r57, CH, H, H, H, 
Densities, 4.321604606107711, 0.1744879793172665, 0.3396853510429992, 0.374136244116871, 
Time[fs], 120.000000, 54.500000, 43.000000, 120.000000, 
X Velocity[A/fs], 0.000231765, 0.176647, -0.981942, 0.00290575,  
Y Velocity[A/fs],-0.00434781, 0.126717, 0.606997, -0.00928476,  
Z Velocity[A/fs],-0.00943362, -0.126443, 0.223718, 0.0230881,  
Speed[A/fs],0.0103899, 0.251494, 1.17588, 0.0250542, 
pulse9_5r35, CH2, H, H, 
Densities, 4.962950540091732, 0.2119399563515089, 0.2989530246743261, 
Time[fs], 120.000000, 72.500000, 64.500000, 
X Velocity[A/fs], 0.00117737, 0.0272687, -0.265454,  
Y Velocity[A/fs],0.000705205, 0.108808, -0.541259,  
Z Velocity[A/fs],-0.000870272, -0.121304, -0.52515,  
Speed[A/fs],0.00162508, 0.165219, 0.799506, 
pulse9_5r67, CH2, H, H, 
Densities, 4.913595600765431, 0.1447638318956564, 0.2942151154361259, 
Time[fs], 91.000000, 46.500000, 61.500000, 
X Velocity[A/fs], -5.31196e+254, 4.00486e-257, -0.0666489,  
Y Velocity[A/fs],0.00128631, -2.62328e-257, -0.191786,  
Z Velocity[A/fs],-0.00111451, 1.0236e-29, -0.159219,  
Speed[A/fs],inf, 1.0236e-29, 0.258021, 
pulse9_5r6, CH2, H, H, 
Densities, 4.790384674192686, 0.4391831263698012, 0.2640775661573723, 
Time[fs], 101.000000, 66.500000, 60.000000, 
X Velocity[A/fs], 0.000549656, -2.83445e-15, -0.312918,  
Y Velocity[A/fs],-0.00689456, -2.24055e-15, -1.59918e+179,  
Z Velocity[A/fs],-0.0075415, 2.63383e-15, 0.215269,  
Speed[A/fs],0.0102329, 4.47116e-15, inf, 
pulse9_5r13, CH2, H, H, 
Densities, 5.010450372517797, 0.1865517072484095, 0.09374819284137553, 
Time[fs], 120.000000, 56.500000, 54.000000, 
X Velocity[A/fs], 0.0181947, -0.15741, -0.265831,  
Y Velocity[A/fs],0.00120526, 0.160259, -0.747662,  
Z Velocity[A/fs],-3.54619e+254, 0.0995079, -0.47254,  
Speed[A/fs],inf, 0.245688, 0.923557, 
pulse9_5r66, C, H, H, H, H, 
Densities, 3.417917318456169, 0.3097433600440951, 0.3821950924056485, 0.5599648396119374, 0.484715369437251, 
Time[fs], 86.000000, 59.500000, 39.500000, 86.000000, 77.000000, 
X Velocity[A/fs], -3.90698e-16, 0.133772, -0.364742, 0.0404333, -0.0426457,  
Y Velocity[A/fs],1.30684e+219, -6.13842e+252, 0.145168, -4.86333e+260, -0.121661,  
Z Velocity[A/fs],2.94371e-17, -0.117441, -3.27281e+276, 0.0548942, -7.59695e+226,  
Speed[A/fs],inf, inf, inf, inf, inf, 
pulse9_5r46, CH, H, H, H, 
Densities, 4.110847916265143, 0.3667545142083444, 0.4333940283738313, 0.2198487334588088, 
Time[fs], 120.000000, 101.500000, 38.500000, 54.500000, 
X Velocity[A/fs], 0.00312127, -4.92423e-16, -1.17236, 5.14126e-16,  
Y Velocity[A/fs],-0.000622677, -2.14547e-15, 0.504945, 5.49283e-15,  
Z Velocity[A/fs],-0.000721502, 8.67148e-16, -0.0097445, 1.00493e-15,  
Speed[A/fs],0.00326352, 2.3659e-15, 1.27652, 5.60762e-15, 
pulse9_5r61, C, H, H, H, H, 
Densities, 3.492408905084755, 0.5496372943775121, 0.07387652357237837, 0.4736899252400916, 0.5525824253411147, 
Time[fs], 105.500000, 92.500000, 39.500000, 74.500000, 86.500000, 
X Velocity[A/fs], 0.0134289, 0.0637244, -9.80386e+260, -2.92722e+260, -0.0514135,  
Y Velocity[A/fs],-5.36258e+55, 0.0734532, 0.484623, -0.0311318, -1.26494e+251,  
Z Velocity[A/fs],-2.94673e+173, -1.62564e+71, 0.14928, 0.104524, -0.106009,  
Speed[A/fs],inf, 1.62564e+71, inf, inf, inf, 
pulse9_5r27, CH2, H, H, 
Densities, 4.701228873507162, 0.03909654679667793, 0.5012547946964777, 
Time[fs], 120.000000, 71.500000, 41.000000, 
X Velocity[A/fs], 0.0178403, 0.102716, -1.06591,  
Y Velocity[A/fs],0.000807785, 0.123614, 0.523269,  
Z Velocity[A/fs],0.00257457, -0.125803, -0.01154,  
Speed[A/fs],0.0180432, 0.204102, 1.18748, 
pulse9_5r43, CH, H, H, H, 
Densities, 4.103562917262571, 0.5592267955774687, 0.2650528284008304, 0.3468883031132984, 
Time[fs], 120.000000, 41.000000, 54.000000, 107.000000, 
X Velocity[A/fs], 0.00162605, 0.275499, -0.57307, -0.0283954,  
Y Velocity[A/fs],-3.70881e+226, 0.0628244, 0.704782, 4.13393e+89,  
Z Velocity[A/fs],-8.16968e+245, -0.118628, 0.0405422, -0.063434,  
Speed[A/fs],inf, 0.306463, 0.909269, 4.13393e+89, 
pulse9_5r68, CH, H, H, H, 
Densities, 4.23843379939228, 0.4955573233964924, 0.1234530266023378, 0.3788002510640864, 
Time[fs], 120.000000, 97.500000, 48.000000, 61.000000, 
X Velocity[A/fs], -2.50365e+259, -8.2036e-248, -0.848364, 2.90619e+14,  
Y Velocity[A/fs],0.00339629, 2.21086e-88, 0.578886, 5.64694e-248,  
Z Velocity[A/fs],-2.37427e+260, 7.60086e-248, -1.56599e+172, -1.66011e-247,  
Speed[A/fs],inf, 2.21086e-88, inf, 2.90619e+14, 
pulse9_5r70, C, H, H, H, H, 
Densities, 3.344931615033967, 0.3981814687345853, 0.2876606979532203, 0.8821807592533205, 0.419195596012658, 
Time[fs], 120.000000, 72.500000, 55.500000, 120.000000, 60.500000, 
X Velocity[A/fs], -4.02958e-216, 0.12083, -9.80386e+260, -2.57351e+260, -1.26494e+251,  
Y Velocity[A/fs],6.87392e-55, 0.0996768, 0.428586, -2.87124e+226, -1.92382e+232,  
Z Velocity[A/fs],-1.06147e-215, -4.11073e+171, 0.439423, 0.0153269, -0.578064,  
Speed[A/fs],6.87392e-55, inf, inf, inf, inf, 
pulse9_5r16, CH, H, H, H, 
Densities, 4.053144758327913, 0.08193521632864095, 0.6915305567261263, 0.4789864681729443, 
Time[fs], 120.000000, 54.000000, 120.000000, 76.000000, 
X Velocity[A/fs], 0.000321849, 0.192141, 0.00453607, 0.05437,  
Y Velocity[A/fs],-0.00024548, 0.101976, 0.0454465, -0.11304,  
Z Velocity[A/fs],0.000369556, -0.108518, -0.0307168, 0.0873614,  
Speed[A/fs],0.000548105, 0.243091, 0.0550407, 0.15286, 
pulse9_5r18, C, H, H, H, H, 
Densities, 3.308773474208365, 0.4206419980262533, 0.5580387597657043, 0.2297106864743933, 0.697162018210715, 
Time[fs], 97.000000, 73.500000, 56.500000, 48.500000, 97.000000, 
X Velocity[A/fs], 0.00205428, 0.0350141, -0.472876, 0.198917, -0.0480389,  
Y Velocity[A/fs],0.0033614, 0.0636569, 0.383085, -0.0432416, -0.0318188,  
Z Velocity[A/fs],-0.00140877, -0.103808, 0.242304, 0.129694, 0.0261497,  
Speed[A/fs],0.00418374, 0.126706, 0.655039, 0.241367, 0.0632771, 
pulse9_5r56, CH2, H, H, 
Densities, 4.970032073962323, 0.3513325625939328, 0.05876101795923863, 
Time[fs], 120.000000, 42.000000, 97.500000, 
X Velocity[A/fs], 0.0161896, -8.85528e+245, 0.211656,  
Y Velocity[A/fs],1.3252e+174, 0.160781, 0.0997896,  
Z Velocity[A/fs],-0.00860413, 0.0216249, 0.349108,  
Speed[A/fs],inf, inf, 0.420277, 
pulse9_5r48, CH, H, H, H, 
Densities, 4.119775067992962, 0.282109547009332, 0.4322372748478534, 0.3804443872857861, 
Time[fs], 120.000000, 62.500000, 53.000000, 63.000000, 
X Velocity[A/fs], -0.000540885, 0.14825, -0.698023, -0.0553133,  
Y Velocity[A/fs],-3.91092e+225, 0.0827195, 0.559087, -0.14845,  
Z Velocity[A/fs],-8.21648e-06, -0.128762, 0.159817, -0.109178,  
Speed[A/fs],inf, 0.213073, 0.908491, 0.192398, 
pulse9_5r0, CH2, H, H, 
Densities, 4.560390793262433, 0.338798148263262, 0.4563377913076446, 
Time[fs], 120.000000, 39.500000, 120.000000, 
X Velocity[A/fs], -7.99582e+244, -3.92736e+255, 0.115059,  
Y Velocity[A/fs],-2.59258e+225, -5.05003e+231, 0.00771006,  
Z Velocity[A/fs],-3.36293e+255, -3.68631e+13, -0.059298,  
Speed[A/fs],inf, inf, 0.12967, 
pulse9_5r4, CH2, H, H, 
Densities, 4.690437035097487, 0.2734681548093998, 0.2926780237674391, 
Time[fs], 82.500000, 40.000000, 63.000000, 
X Velocity[A/fs], -3.96606e+226, -0.26364, -6.06333e+199,  
Y Velocity[A/fs],0.00438405, 0.0744611, -0.152387,  
Z Velocity[A/fs],0.00665554, 2.25109e+174, -0.158097,  
Speed[A/fs],inf, inf, inf, 
pulse9_5r31, CH3, H, 
Densities, 5.402091955413835, 0.1028117820796618, 
Time[fs], 120.000000, 49.000000, 
X Velocity[A/fs], 0.0124432, -0.0941203,  
Y Velocity[A/fs],3.48246e+88, 0.2261,  
Z Velocity[A/fs],-0.00194396, 0.120179,  
Speed[A/fs],3.48246e+88, 0.272805, 
pulse9_5r41, CH, H, H, H, 
Densities, 4.389648557461886, 0.4244564891776025, 0.4319397616316302, 0.1261288733698687, 
Time[fs], 120.000000, 71.500000, 70.000000, 60.500000, 
X Velocity[A/fs], 0.000973883, 0.124186, -0.36043, -0.129211,  
Y Velocity[A/fs],0.000658738, -3.91169e+255, 0.451043, -0.16309,  
Z Velocity[A/fs],-2.62761e+212, -3.68631e+13, 0.0947649, -0.0906599,  
Speed[A/fs],inf, inf, 0.585089, 0.226965, 
pulse9_5r7, CH, H, H, H, 
Densities, 3.986282918611317, 0.7647958884401099, 0.323019059501384, 0.1535108687945242, 
Time[fs], 120.000000, 120.000000, 40.500000, 63.000000, 
X Velocity[A/fs], 0.0238579, 0.0361696, -1.1102, -0.075078,  
Y Velocity[A/fs],-2.66226e+175, -0.000179965, 0.514358, -0.153227,  
Z Velocity[A/fs],-0.00334127, -0.00475842, 0.17591, -0.108854,  
Speed[A/fs],inf, 0.0364817, 1.23614, 0.202397, 
pulse9_5r52, CH, H, H, H, 
Densities, 4.11132407725712, 0.2154676894861758, 0.446539013372834, 0.4009366464199327, 
Time[fs], 120.000000, 58.000000, 39.500000, 75.000000, 
X Velocity[A/fs], -8.61488e+244, 0.0978469, -1.10988, -3.92736e+255,  
Y Velocity[A/fs],-3.98814e+226, 0.111815, 0.578283, -5.05003e+231,  
Z Velocity[A/fs],0.00535101, -0.171266, -1.49614e+256, -3.68631e+13,  
Speed[A/fs],inf, 0.226734, inf, inf, 
pulse9_5r22, CH, H, H, H, 
Densities, 4.223346584038139, 0.2519664878497053, 0.399587807250006, 0.2975977970649693, 
Time[fs], 120.000000, 41.000000, 102.000000, 52.000000, 
X Velocity[A/fs], 0.00296394, -0.283151, 0.253804, 0.0378723,  
Y Velocity[A/fs],0.000417502, 0.10847, 0.122107, -0.199826,  
Z Velocity[A/fs],-0.000631759, 0.0321126, 0.275801, -0.0940446,  
Speed[A/fs],0.00305914, 0.304912, 0.394198, 0.224074, 
pulse9_5r63, C, H, H, H, H, 
Densities, 3.608034158464041, 0.6068867464402355, 0.04902769065582033, 0.3812710012834102, 0.6472807796382161, 
Time[fs], 109.500000, 100.000000, 56.500000, 55.000000, 106.000000, 
X Velocity[A/fs], 0.00200315, -1.20441e-233, -0.587076, -1.67697e-233, -0.0587936,  
Y Velocity[A/fs],0.00138763, -4.50843e-234, 0.518857, 1.01408e-233, -0.215633,  
Z Velocity[A/fs],-0.00163814, 6.68759e-234, 0.0828754, -3.03814e-233, -0.124252,  
Speed[A/fs],0.00293626, 0, 0.78787, 0, 0.25572, 
pulse9_5r39, C, H, H, H, H, 
Densities, 3.275992295801884, 0.4105783485344795, 0.3898123954783126, 0.8510312695873105, 0.247117181891683, 
Time[fs], 88.500000, 54.000000, 40.000000, 88.500000, 68.500000, 
X Velocity[A/fs], -2.46525e-229, -6.96626e+13, 4.73525e-180, -0.0114734, 0.0362251,  
Y Velocity[A/fs],1.06391e-229, -7.93295e+178, -1.80877e-180, 0.000331492, -0.105399,  
Z Velocity[A/fs],1.80925e-230, -0.090318, -4.36186e-181, -1.67344e+246, -7.42179e+255,  
Speed[A/fs],0, inf, 0, inf, inf, 
pulse9_5r65, CH, H, H, H, 
Densities, 4.176701967131437, 0.4004512088342916, 0.2651899935865941, 0.2515032064820695, 
Time[fs], 79.500000, 59.000000, 39.500000, 49.500000, 
X Velocity[A/fs], 0.00118097, 0.0677757, -0.326345, 0.0115581,  
Y Velocity[A/fs],0.000123805, 0.0866411, 0.13381, -0.225286,  
Z Velocity[A/fs],0.000854578, -0.126426, 0.0215137, -0.148692,  
Speed[A/fs],0.00146298, 0.167582, 0.353369, 0.270179, 
pulse9_5r59, CH, H, H, H, 
Densities, 4.082990537106737, 0.3394032402225834, 0.389233784599711, 0.3894666578367274, 
Time[fs], 120.000000, 48.500000, 45.000000, 120.000000, 
X Velocity[A/fs], 0.000593233, 0.210416, -0.918489, 0.0169236,  
Y Velocity[A/fs],-0.000243557, 0.117192, 0.662975, -2.62109e+229,  
Z Velocity[A/fs],-0.000257006, -0.143803, 0.0840515, -0.0185695,  
Speed[A/fs],0.000690868, 0.280514, 1.13588, inf, 
pulse9_5r9, C, H, H, H, H, 
Densities, 3.256539271531817, 0.4005508933905247, 0.6850443143028621, 0.1519992781286003, 0.8011987071288665, 
Time[fs], 75.000000, 75.000000, 52.000000, 53.000000, 75.000000, 
X Velocity[A/fs], 0.00233041, 0.0504541, -0.17834, 0.180894, -0.010351,  
Y Velocity[A/fs],0.00163743, 0.0817342, 0.114957, -0.0374592, -0.0182816,  
Z Velocity[A/fs],-0.00215312, -0.0863318, 0.0598006, 0.158454, 0.00912235,  
Speed[A/fs],0.00357042, 0.129148, 0.220446, 0.243379, 0.0229037, 
pulse9_5r11, CH2, H, H, 
Densities, 4.648654990840615, 0.2951453403842356, 0.1959250055621435, 
Time[fs], 120.000000, 39.000000, 46.500000, 
X Velocity[A/fs], -3.36293e+255, -3.68631e+13, -3.37344e+246,  
Y Velocity[A/fs],-4.32425e+231, -4.19785e+178, -4.50347e+159,  
Z Velocity[A/fs],-7.99582e+244, 0.0642514, -1.085e+213,  
Speed[A/fs],inf, inf, inf, 
pulse9_5r26, CH, H, H, H, 
Densities, 4.08582339205332, 0.3596674369048677, 0.6500211490113825, 0.1813717862679362, 
Time[fs], 120.000000, 58.500000, 51.500000, 54.500000, 
X Velocity[A/fs], -0.000133908, 0.117096, -0.725176, 0.00953283,  
Y Velocity[A/fs],0.00101275, 0.161066, 0.428393, -0.144711,  
Z Velocity[A/fs],0.0162219, -0.0863183, 0.119677, -0.178601,  
Speed[A/fs],0.016254, 0.217036, 0.85072, 0.230066, 
pulse9_5r64, CH, H, H, H, 
Densities, 4.194240947773174, 0.3752252797869089, 0.4022753450204056, 0.3159070244804714, 
Time[fs], 110.500000, 50.000000, 61.000000, 52.000000, 
X Velocity[A/fs], 0.00252447, -9.6166e+245, -1.49614e+256, 0.0125725,  
Y Velocity[A/fs],0.0170223, -3.11811e+226, -1.92382e+232, -0.192592,  
Z Velocity[A/fs],-3.82074e+254, 0.0294843, -1.40431e+14, -0.0787572,  
Speed[A/fs],inf, inf, inf, 0.208453, 
pulse9_5r12, CH, H, H, H, 
Densities, 4.164639594740775, 0.3842424604173347, 0.5026584372166802, 0.3003331072668021, 
Time[fs], 120.000000, 88.000000, 56.500000, 58.000000, 
X Velocity[A/fs], 34593.8, 9.00753e+236, -0.609679, 2.14887e-15,  
Y Velocity[A/fs],-1.24875e+233, -1.88962e-15, 0.575145, 3.25344e-15,  
Z Velocity[A/fs],0.000485596, 2.34095e-15, -1.61024e+224, 4.32732e+234,  
Speed[A/fs],inf, inf, inf, inf, 
pulse9_5r44, CH, H, H, H, 
Densities, 4.155590222332445, 0.4266271716099349, 0.3970541932260419, 0.3218122059081919, 
Time[fs], 120.000000, 105.500000, 51.000000, 71.000000, 
X Velocity[A/fs], 0.00159133, 0.044309, -0.692927, -0.052602,  
Y Velocity[A/fs],0.00123834, -3.91169e+255, 0.715148, -4.96821e+231,  
Z Velocity[A/fs],-0.00128269, -0.0663554, 0.2325, -0.0301452,  
Speed[A/fs],0.00238979, inf, 1.02257, inf, 
pulse9_5r10, CH, H, H, H, 
Densities, 4.192160564900082, 0.3353167489670368, 0.4268262177394757, 0.3455729073719611, 
