C2H6_8_5r42, C2H3[0][1][4][6][3], H[2], H[5], H[7], 
C2H6_8_5r18, CH[0][4], CH2[1][2][7], H[3], H[5], H[6], 
Densities, 4.096067384329483, 4.915142999864118, 0.2098841990301519, 0.7800255348306205, 0.3179109198545392, 
Time[fs], 120.000000, 120.000000, 50.500000, 120.000000, 60.500000, 
Density Sum, 10.31903103790891
X Velocity[A/fs], -0.0208888, 0.037057, 0.292747, -0.0203732, -0.218678,  
Y Velocity[A/fs],-0.00614117, -0.00415607, 0.172682, -0.0540789, -0.156749,  
Z Velocity[A/fs],0.00301448, 0.00354799, 0.181749, 0.00346903, -0.2174,  
Speed[A/fs],0.0219806, 0.0374577, 0.385425, 0.0578932, 0.345909, 

C2H6_8_5r49, C2H3[0][1][5][2][7], H[3], H[4], H[6], 
Densities, 9.444788739405944, 0.3688352779723642, 0.386891379789149, 0.359370245882332, 
Time[fs], 109.500000, 70.500000, 76.000000, 66.000000, 
Density Sum, 10.55988564304979
X Velocity[A/fs], -0.00852345, 0.19691, -0.153901, -0.207895,  
Y Velocity[A/fs],-0.00280716, 0.135068, 0.218428, -0.156491,  
Z Velocity[A/fs],-0.0123102, 0.185691, -0.0428303, -0.160294,  
Speed[A/fs],0.0152338, 0.302487, 0.270612, 0.305621, 

C2H6_8_5r21, C2H2[0][1][5][2], H[3], H[4], H[6], H[7], 
Densities, 8.769532375206799, 0.4146017477031111, 0.3710443256695462, 0.7483694070112354, 0.1548623071700825, 
Time[fs], 120.000000, 76.000000, 87.500000, 120.000000, 61.500000, 
Density Sum, 10.45841016276077
X Velocity[A/fs], 0.00923562, 0.181235, -0.180589, 0.0114521, 0.220912,  
Y Velocity[A/fs],-0.00293828, 0.172943, 0.127834, -0.0307913, -0.25099,  
Z Velocity[A/fs],0.00779374, 0.0713962, -0.117774, -0.0254032, 0.110203,  
Speed[A/fs],0.0124367, 0.260486, 0.250648, 0.041528, 0.352055, 

C2H6_8_5r19, C2H3[0][1][5][6][3], H[2], H[4], H[7], 
Densities, 9.511952343343568, 0.280647566842389, 0.4091568552803579, 0.2345141757812862, 
Time[fs], 120.000000, 78.000000, 94.000000, 70.000000, 
Density Sum, 10.4362709412476
X Velocity[A/fs], -0.0195403, 0.154312, -0.173569, 0.170711,  
Y Velocity[A/fs],-0.00121001, 0.0785909, 0.125081, -0.236322,  
Z Velocity[A/fs],0.00133744, -0.202655, 0.0202272, 0.0785035,  
Speed[A/fs],0.0196234, 0.266566, 0.214897, 0.301915, 

C2H6_8_5r33, C2H3[0][1][4][6][3], H[2], H[5], H[7], 
Densities, 9.524224332063683, 0.3154252304150248, 0.3479567376611811, 0.2951073318694423, 
Time[fs], 84.000000, 50.000000, 49.000000, 84.000000, 
Density Sum, 10.48271363200933
X Velocity[A/fs], -0.00715046, 0.264904, -0.259525, 0.0395899,  
Y Velocity[A/fs],0.0105046, 0.0829896, -0.0898936, -0.0420197,  
Z Velocity[A/fs],0.00323421, -0.23568, 0.246278, -0.0414201,  
Speed[A/fs],0.0131125, 0.364152, 0.3689, 0.0710539, 

C2H6_8_5r47, C2H2[0][1][6][3], H[2], H[4], H[5], H[7], 
Densities, 8.679720485626971, 0.3320241358726734, 0.2914396848096984, 0.5091798584345567, 0.5222435301337919, 
Time[fs], 109.500000, 51.000000, 73.500000, 62.000000, 80.000000, 
Density Sum, 10.33460769487769
X Velocity[A/fs], 0.00181798, 0.263665, -0.179148, -0.191243, 0.158018,  
Y Velocity[A/fs],0.00314965, 0.218975, 0.196627, -0.169312, -0.155472,  
Z Velocity[A/fs],0.0129044, -0.170461, 0.0560461, 0.175174, -0.061691,  
Speed[A/fs],0.0134071, 0.382787, 0.27184, 0.30972, 0.230102, 

C2H6_8_5r5, CH[0][6], CH3[1][2][3][7], H[4], H[5], 
Densities, 4.297073462995552, 5.692070704080307, 0.2010358260584948, 0.3767732927396692, 
Time[fs], 120.000000, 120.000000, 90.500000, 97.500000, 
Density Sum, 10.56695328587402
X Velocity[A/fs], -0.0433412, 0.0330364, -0.183158, -0.172398,  
Y Velocity[A/fs],0.00945848, 0.010687, 0.224133, -0.0468569,  
Z Velocity[A/fs],0.0110072, -0.00129363, -0.135541, 0.131296,  
Speed[A/fs],0.0457064, 0.034746, 0.319615, 0.22171, 

C2H6_8_5r43, CH2[0][4][5], CH3[1][2][3][7], H[6], 
Densities, 4.875672683327474, 5.731746808028403, 0.04383775025195889, 
Time[fs], 120.000000, 120.000000, 84.500000, 
Density Sum, 10.65125724160784
X Velocity[A/fs], -0.0169664, 0.0582701, -0.165764,  
Y Velocity[A/fs],-0.00147322, 0.00476084, -0.2031,  
Z Velocity[A/fs],0.0145368, -0.00971668, -0.242399,  
Speed[A/fs],0.0223908, 0.0592662, 0.35705, 

C2H6_8_5r35, C2H2[0][1][5][7], H[2], H[3], H[4], H[6], 
Densities, 8.839605147723994, 0.4846698317989317, 0.2998317515143324, 0.6494163887621258, 0.2370304923800354, 
Time[fs], 97.000000, 84.500000, 56.000000, 97.000000, 48.000000, 
Density Sum, 10.51055361217942
X Velocity[A/fs], 0.00468385, 0.127633, 0.222354, -0.0666546, -0.282616,  
Y Velocity[A/fs],0.00787034, 0.0804711, 0.166128, 0.0250686, -0.169714,  
Z Velocity[A/fs],-0.0105391, -0.140781, 0.201216, -0.0859679, -0.195301,  
Speed[A/fs],0.0139626, 0.206362, 0.342823, 0.111632, 0.383168, 

C2H6_8_5r41, C2H2[0][1][5][2], H[3], H[4], H[6], H[7], 
Densities, 8.624358725794332, 0.1947967177024475, 0.7675925892811317, 0.1514903744513194, 0.7438122946487621, 
Time[fs], 98.000000, 59.000000, 98.000000, 66.500000, 98.000000, 
Density Sum, 10.48205070187799
X Velocity[A/fs], 0.000728042, 0.235937, -0.010976, -0.215635, -0.0460005,  
Y Velocity[A/fs],0.00334482, 0.0969262, 0.0323595, -0.104768, -0.0649923,  
Z Velocity[A/fs],-0.00982327, 0.220893, 0.0462356, -0.2051, 0.0470676,  
Speed[A/fs],0.0104026, 0.337424, 0.0574921, 0.3155, 0.0924954, 

C2H6_8_5r1, C2H3[0][1][5][2][7], H[3], H[4], H[6], 
Densities, 9.377759199553454, 0.2526711021665465, 0.8095616597398528, 0.07046117248103217, 
Time[fs], 111.500000, 69.500000, 111.500000, 57.500000, 
Density Sum, 10.51045313394089
X Velocity[A/fs], -0.0081356, 0.206494, -0.00733358, -0.248155,  
Y Velocity[A/fs],0.00381153, 0.118532, 0.0430631, -0.142631,  
Z Velocity[A/fs],0.00910739, 0.183154, -0.00232286, -0.207819,  
Speed[A/fs],0.012793, 0.300391, 0.0437448, 0.353714, 

C2H6_8_5r15, C2H2[0][1][4][2], H[3], H[5], H[6], H[7], 
Densities, 8.731967673829391, 0.5797396543449201, 0.8007656744220679, 0.1932221508825329, 0.2988078401699518, 
Time[fs], 120.000000, 120.000000, 120.000000, 59.000000, 71.500000, 
Density Sum, 10.60450299364886
X Velocity[A/fs], -0.00107516, 0.122554, -0.059524, -0.279811, 0.220887,  
Y Velocity[A/fs],-0.00154392, 0.075461, -0.0190029, -0.149178, -0.219053,  
Z Velocity[A/fs],0.00433846, 0.122349, 0.00428862, -0.157064, -0.0127125,  
Speed[A/fs],0.00472883, 0.1889, 0.0626308, 0.353861, 0.311346, 

C2H6_8_5r13, CH2[0][5][6], CH3[1][2][3][7], H[4], 
Densities, 4.819866962726016, 5.816579191207316, 0.01378914913084562, 
Time[fs], 120.000000, 120.000000, 77.500000, 
Density Sum, 10.65023530306418
X Velocity[A/fs], -0.0442574, 0.0264634, -0.195622,  
Y Velocity[A/fs],-0.00793666, -0.00807577, 0.315938,  
Z Velocity[A/fs],-0.00261936, -7.37442e-05, -0.00292992,  
Speed[A/fs],0.0450396, 0.0276683, 0.371609, 

C2H6_8_5r27, C2H4[0][1][4][2][3][7], H[5], H[6], 
Densities, 10.11107655394802, 0.295764849499067, 0.1477374508556159, 
Time[fs], 120.000000, 89.000000, 67.000000, 
Density Sum, 10.5545788543027
X Velocity[A/fs], 0.00575407, -0.1438, -0.219043,  
Y Velocity[A/fs],0.00159332, -0.0429833, -0.138097,  
Z Velocity[A/fs],0.000106649, 0.211742, -0.226089,  
Speed[A/fs],0.00597155, 0.25954, 0.343754, 

C2H6_8_5r8, C2H3[0][1][5][2][7], H[3], H[4], H[6], 
Densities, 9.275570253019456, 0.07972903448180023, 0.8083423734049138, 0.424866277819709, 
Time[fs], 120.000000, 58.500000, 120.000000, 103.500000, 
Density Sum, 10.58850793872588
X Velocity[A/fs], 0.00476888, 0.286584, -0.0304422, -0.158344,  
Y Velocity[A/fs],-0.0142027, 0.146814, 0.00469615, -0.141784,  
Z Velocity[A/fs],-0.0108234, 0.181809, -0.0247005, -0.0850111,  
Speed[A/fs],0.0184825, 0.369782, 0.0394829, 0.228916, 

C2H6_8_5r37, C2H2[0][1][4][5], H[2], H[3], H[6], H[7], 
Densities, 8.987367691005959, 0.5932235483702816, 0.1955092807196974, 0.4162862110927831, 0.3881785350609152, 
Time[fs], 102.500000, 102.500000, 61.500000, 74.500000, 73.000000, 
Density Sum, 10.58056526624964
X Velocity[A/fs], -0.0134011, 0.0486527, 0.219112, -0.179584, 0.137552,  
Y Velocity[A/fs],-0.00541487, 0.0103882, 0.132347, -0.0723615, -0.199784,  
Z Velocity[A/fs],-0.00144429, 0.00790836, 0.210948, -0.174804, 0.0236654,  
Speed[A/fs],0.0145257, 0.050374, 0.3317, 0.260851, 0.243709, 

C2H6_8_5r23, C2H2[0][1][4][3], H[2], H[5], H[6], H[7], 
Densities, 8.82710990278084, 0.1242579608276501, 0.5174655103489569, 0.505564381424536, 0.5191699934220233, 
Time[fs], 120.000000, 59.000000, 112.500000, 67.500000, 70.000000, 
Density Sum, 10.49356774880401
X Velocity[A/fs], -0.00712236, 0.242485, -0.0908151, -0.208476, 0.148997,  
Y Velocity[A/fs],-0.00074556, 0.225827, -0.0852762, -0.0910743, -0.209867,  
Z Velocity[A/fs],0.00583966, -0.144494, 0.113211, -0.166209, -0.0410443,  
Speed[A/fs],0.00924043, 0.36149, 0.168333, 0.281748, 0.260632, 

C2H6_8_5r39, C2H4[0][1][4][6][3][7], H[2], H[5], 
Densities, 10.07315209472705, 0.1441331411612346, 0.4477619922915639, 
Time[fs], 120.000000, 64.500000, 77.500000, 
Density Sum, 10.66504722817985
X Velocity[A/fs], -0.0194836, 0.223186, -0.19818,  
Y Velocity[A/fs],0.0032728, 0.0827314, -0.0859714,  
Z Velocity[A/fs],0.00485545, -0.253966, 0.184386,  
Speed[A/fs],0.0203445, 0.348073, 0.284015, 

C2H6_8_5r25, C2H4[0][1][4][6][3][7], H[2], H[5], 
Densities, 10.10868564137405, 0.0667989884608321, 0.3303629281771474, 
Time[fs], 120.000000, 64.500000, 49.500000, 
Density Sum, 10.50584755801203
X Velocity[A/fs], -0.00143528, 0.225259, -0.272537,  
Y Velocity[A/fs],-0.00807363, 0.182659, -0.158629,  
Z Velocity[A/fs],-0.00608393, -0.202234, 0.19819,  
Speed[A/fs],0.0102107, 0.35356, 0.37245, 

C2H6_8_5r32, C2H4[0][1][4][6][3][7], H[2], H[5], 
Densities, 10.11221724896825, 0.1318558164806572, 0.1959129584822192, 
Time[fs], 120.000000, 65.000000, 74.500000, 
Density Sum, 10.43998602393113
X Velocity[A/fs], -0.00170783, 0.216817, -0.216094,  
Y Velocity[A/fs],-0.000157807, 0.176195, -0.164474,  
Z Velocity[A/fs],-0.00225817, -0.196634, 0.121939,  
Speed[A/fs],0.00283565, 0.341641, 0.297687, 

C2H6_8_5r11, C2H3[0][1][5][2][3], H[4], H[6], H[7], 
Densities, 9.588039997264781, 0.6020535225745682, 0.04493125524729093, 0.3881595519783524, 
Time[fs], 120.000000, 120.000000, 79.000000, 101.000000, 
Density Sum, 10.62318432706499
X Velocity[A/fs], 0.00884905, -0.0642687, -0.229972, 0.150973,  
Y Velocity[A/fs],0.00373063, 0.0856747, -0.153631, -0.0679364,  
Z Velocity[A/fs],0.00173673, -0.0812363, -0.189791, 0.176636,  
Speed[A/fs],0.00975907, 0.134425, 0.335425, 0.242092, 

C2H6_8_5r14, C2H4[0][1][5][6][2][7], H[3], H[4], 
Densities, 9.789158196003832, 0.7683906277901439, 0.05912090483402885, 
Time[fs], 120.000000, 120.000000, 63.500000, 
Density Sum, 10.616669728628
X Velocity[A/fs], -0.00398612, 0.0198283, -0.255695,  
Y Velocity[A/fs],-0.00690895, 0.0482451, 0.275404,  
Z Velocity[A/fs],-0.00469358, -0.0146023, 0.00252399,  
Speed[A/fs],0.00925485, 0.0541662, 0.37581, 

C2H6_8_5r44, C2H[0][1][7], H[2], H[3], H[4], H[5], H[6], 
Densities, 8.223729748855288, 0.5617378536916813, 0.3675725573681436, 0.7302514375810049, 0.2934813716863439, 0.2914127934884335, 
Time[fs], 104.500000, 76.000000, 52.000000, 86.000000, 62.500000, 66.500000, 
Density Sum, 10.4681857626709
X Velocity[A/fs], 0.0109203, 0.141872, 0.254875, -0.0848454, -0.187949, -0.165936,  
Y Velocity[A/fs],0.00893417, 0.0729819, 0.138766, 0.110521, -0.122112, -0.0497422,  
Z Velocity[A/fs],-0.00145752, -0.125841, 0.177734, 0.00723916, 0.190663, -0.206515,  
Speed[A/fs],0.0141843, 0.203199, 0.340304, 0.13952, 0.29426, 0.26955, 

C2H6_8_5r17, CH2[0][4][6], CH3[1][2][3][7], H[5], 
Densities, 4.688118794148612, 5.681770692850387, 0.09077132063889504, 
Time[fs], 104.000000, 104.000000, 76.500000, 
Density Sum, 10.4606608076379
X Velocity[A/fs], -0.0348932, 0.0640739, -0.188464,  
Y Velocity[A/fs],0.00967895, 0.0085753, -0.124874,  
Z Velocity[A/fs],0.00434145, 0.00295689, 0.247743,  
Speed[A/fs],0.0364701, 0.0647128, 0.335393, 

C2H6_8_5r26, C2H3[0][1][4][3][7], H[2], H[5], H[6], 
Densities, 9.487326031011481, 0.2858995960947208, 0.2157847213608024, 0.5833979302918142, 
Time[fs], 96.500000, 69.500000, 65.500000, 96.500000, 
Density Sum, 10.57240827875882
X Velocity[A/fs], 0.014209, 0.201942, -0.206504, -0.0260387,  
Y Velocity[A/fs],-0.00592933, 0.0722203, -0.0964629, -0.00485619,  
Z Velocity[A/fs],-0.00203024, -0.211525, 0.226043, -0.0320684,  
Speed[A/fs],0.0155298, 0.301229, 0.321005, 0.041593, 

C2H6_8_5r22, C2H3[0][1][4][2][7], H[3], H[5], H[6], 
Densities, 9.429548831848894, 0.3261226993366063, 0.666385710881491, 0.1305423717100652, 
Time[fs], 120.000000, 115.500000, 120.000000, 55.500000, 
Density Sum, 10.55259961377706
X Velocity[A/fs], 0.0010995, 0.184832, -0.0191165, -0.274318,  
Y Velocity[A/fs],0.00446685, 0.0665094, 0.0572736, -0.149776,  
Z Velocity[A/fs],0.00552257, 0.150911, 0.0208369, -0.215689,  
Speed[A/fs],0.00718752, 0.24771, 0.0638739, 0.379743, 

C2H6_8_5r10, CH[0][5], CH2[1][2][7], H[3], H[4], H[6], 
Densities, 4.254914951741014, 4.883790051032523, 0.7423738163771531, 0.7329774537285657, 0.0393655862579849, 
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000, 74.500000, 
Density Sum, 10.65342185913724
X Velocity[A/fs], -0.00296609, -0.00735704, -0.0285454, 0.0134916, -0.23139,  
Y Velocity[A/fs],0.00267346, 0.00143433, -0.00753439, -0.0110977, -0.147564,  
Z Velocity[A/fs],-0.0093756, -0.0167758, 0.0108283, -0.0189897, -0.205503,  
Speed[A/fs],0.0101905, 0.0183742, 0.0314461, 0.025803, 0.342853, 

C2H6_8_5r46, CH3[0][4][5][6], CH2[1][2][3], H[7], 
Densities, 5.742358874545887, 4.92716426316905, 0.02964684695507866, 
Time[fs], 120.000000, 120.000000, 85.000000, 
Density Sum, 10.69916998467001
X Velocity[A/fs], -0.0556118, -0.00120941, 0.196517,  
Y Velocity[A/fs],0.00191661, -0.00176226, -0.276265,  
Z Velocity[A/fs],0.0214353, 0.0137812, 0.0208436,  
Speed[A/fs],0.0596307, 0.013946, 0.33967, 

C2H6_8_5r12, C2H3[0][1][4][5][7], H[2], H[3], H[6], 
Densities, 9.420738930446943, 0.3849570106511156, 0.2852947826754308, 0.3353308983604221, 
Time[fs], 92.000000, 92.000000, 61.500000, 58.500000, 
Density Sum, 10.42632162213391
X Velocity[A/fs], -0.0197402, 0.101813, 0.212477, -0.229837,  
Y Velocity[A/fs],-0.00114261, 0.0518186, 0.126061, -0.155928,  
Z Velocity[A/fs],-0.00803828, -0.131629, 0.225524, -0.195611,  
Speed[A/fs],0.0213446, 0.174291, 0.334513, 0.339709, 

C2H6_8_5r24, CH2[0][4][6], CH3[1][2][3][7], H[5], 
Densities, 4.709358370290471, 5.810471190612916, 0.0590950488247963, 
Time[fs], 100.000000, 100.000000, 70.000000, 
Density Sum, 10.57892460972818
X Velocity[A/fs], -0.0354225, 0.0332031, -0.235401,  
Y Velocity[A/fs],-0.00320409, -0.00956092, -0.0175346,  
Z Velocity[A/fs],0.009552, -0.00486434, 0.260702,  
Speed[A/fs],0.0368274, 0.0348929, 0.351691, 

C2H6_8_5r20, CH2[0][4][6], CH3[1][2][3][7], H[5], 
Densities, 4.920890260124341, 5.754846728359529, 0.01270635441833101, 
Time[fs], 120.000000, 120.000000, 62.000000, 
Density Sum, 10.6884433429022
X Velocity[A/fs], -0.0390181, 0.0113389, -0.26986,  
Y Velocity[A/fs],0.00406725, 0.00435477, -0.159629,  
Z Velocity[A/fs],-0.00383909, -0.00708539, 0.199952,  
Speed[A/fs],0.0394169, 0.0140619, 0.371869, 

C2H6_8_5r48, C2H2[0][1][6][3], H[2], H[4], H[5], H[7], 
Densities, 8.90234025603972, 0.2023527762138711, 0.4880648062184549, 0.4265988275165956, 0.2954776721043238, 
Time[fs], 120.000000, 53.000000, 120.000000, 44.000000, 82.000000, 
Density Sum, 10.31483433809297
X Velocity[A/fs], -0.0189508, 0.25861, -0.0821861, -0.309615, 0.147116,  
Y Velocity[A/fs],-0.00430023, 0.142668, 0.0625529, -0.145147, -0.184448,  
Z Velocity[A/fs],0.0156939, -0.256381, 0.0856074, 0.214645, -0.0336404,  
Speed[A/fs],0.0249784, 0.391106, 0.134149, 0.403734, 0.238319, 

C2H6_8_5r7, C2H3[0][1][4][5][3], H[2], H[6], H[7], 
Densities, 9.300499824082898, 0.4631252267312734, 0.3864091566922535, 0.3564250913308091, 
Time[fs], 120.000000, 120.000000, 55.000000, 101.000000, 
Density Sum, 10.50645929883724
X Velocity[A/fs], 0.0107475, 0.0841558, -0.258401, 0.157526,  
Y Velocity[A/fs],0.00285599, -0.00196317, -0.176945, -0.241141,  
Z Velocity[A/fs],-0.000369589, -0.133678, -0.198391, 0.012003,  
Speed[A/fs],0.0111267, 0.157974, 0.370729, 0.288284, 

C2H6_8_5r31, CH2[0][4][6], CH[1][3], H[2], H[5], H[7], 
Densities, 5.151153890925277, 4.21906726502828, 0.8417436929839222, 0.06039739547599463, 0.1944395707152842, 
Time[fs], 113.000000, 113.000000, 113.000000, 70.500000, 81.500000, 
Density Sum, 10.46680181512876
X Velocity[A/fs], -0.0246297, -0.00157832, 0.0353022, -0.235368, 0.208514,  
Y Velocity[A/fs],0.011726, 0.00414256, -0.00926222, -0.126684, -0.16265,  
Z Velocity[A/fs],0.0166137, -0.0110485, -0.0528381, 0.202611, 0.0759864,  
Speed[A/fs],0.0319396, 0.0119047, 0.0642175, 0.335407, 0.275149, 

C2H6_8_5r45, C2H2[0][1][2][7], H[3], H[4], H[5], H[6], 
Densities, 8.489198889468462, 0.5253277977959481, 0.3200703167353892, 0.4420990613292956, 0.5279846821960519, 
Time[fs], 94.000000, 53.500000, 73.000000, 94.000000, 58.500000, 
Density Sum, 10.30468074752515
X Velocity[A/fs], -0.000290474, 0.22765, -0.151243, -0.104343, -0.208333,  
Y Velocity[A/fs],-0.000849462, 0.157991, 0.220866, -0.085783, -0.1676,  
Z Velocity[A/fs],0.00176363, 0.201563, -0.0766545, 0.0971781, -0.180897,  
Speed[A/fs],0.00197898, 0.342656, 0.278447, 0.166402, 0.322825, 

C2H6_8_5r2, C2H3[0][1][4][5][2], H[3], H[6], H[7], 
Densities, 9.317948827728639, 0.2918128277771648, 0.4820937533326975, 0.290795920220312, 
Time[fs], 99.500000, 65.000000, 50.000000, 64.500000, 
Density Sum, 10.38265132905881
X Velocity[A/fs], -0.0213413, 0.188678, -0.256767, 0.170999,  
Y Velocity[A/fs],-0.0107751, 0.154921, -0.122652, -0.238538,  
Z Velocity[A/fs],0.00924199, 0.210003, -0.220973, -0.00242388,  
Speed[A/fs],0.0256314, 0.322026, 0.360281, 0.293508, 

C2H6_8_5r29, C2H3[0][1][4][5][7], H[2], H[3], H[6], 
Densities, 9.321642680329287, 0.1733011803546546, 0.3712469151113704, 0.6243144695124936, 
Time[fs], 85.500000, 85.500000, 56.500000, 52.500000, 
Density Sum, 10.4905052453078
X Velocity[A/fs], -0.0244224, 0.125343, 0.214299, -0.2256,  
Y Velocity[A/fs],0.00245329, 0.12092, 0.127841, -0.128703,  
Z Velocity[A/fs],0.00621384, -0.111038, 0.239928, -0.187485,  
Speed[A/fs],0.0253197, 0.206548, 0.346169, 0.320329, 

C2H6_8_5r4, C2H2[0][1][6][3], H[2], H[4], H[5], H[7], 
Densities, 8.937836885006767, 0.4847967893119798, 0.2313166242888068, 0.5460609911830983, 0.3292748492614855, 
Time[fs], 120.000000, 120.000000, 72.500000, 120.000000, 78.000000, 
Density Sum, 10.52928613905214
X Velocity[A/fs], -0.00791661, 0.0842266, -0.2071, -0.0995054, 0.185142,  
Y Velocity[A/fs],0.00728117, 0.0716205, 0.243037, -0.0532891, -0.220115,  
Z Velocity[A/fs],0.000365009, -0.100258, -0.0511277, 0.0949726, 0.0319099,  
Speed[A/fs],0.010762, 0.149249, 0.323375, 0.147516, 0.289389, 

C2H6_8_5r38, C2H3[0][1][5][2][3], H[4], H[6], H[7], 
Densities, 9.738472847493655, 0.5402259726556571, 0.09293085980627054, 0.1104397446329826, 
Time[fs], 120.000000, 120.000000, 88.000000, 106.000000, 
Density Sum, 10.48206942458856
X Velocity[A/fs], -0.00750493, -0.0653201, -0.176374, 0.198952,  
Y Velocity[A/fs],-0.00622432, 0.0189473, -0.150111, -0.144375,  
Z Velocity[A/fs],-0.0009334, -0.0791302, -0.241122, 0.0936217,  
Speed[A/fs],0.00979476, 0.104342, 0.334336, 0.263042, 

C2H6_8_5r50, C2H2[0][1][5][2], H[3], H[4], H[6], H[7], 
Densities, 8.851348689983984, 0.6030480905551112, 0.3970363933645232, 0.307830790211109, 0.3696461996540539, 
Time[fs], 120.000000, 120.000000, 72.000000, 63.500000, 74.500000, 
Density Sum, 10.52891016376878
