r49, CH2, C3H2, H, H, H, H, H, H, 
Densities, 5.183122878743573, 12.52431725962072, 0.1728272811015358, 0.4917687963364842, 0.5502919612302899, 0.3324708950694157, 0.5447169009611216, 0.3845252545506822, 
Time[fs], 114.000000, 114.000000, 40.000000, 81.000000, 56.000000, 56.500000, 88.500000, 42.000000, 
Density Sum, 20.18404122761383
X Velocity[A/fs], 0.00136448, 0.0136781, -0.504866, -0.0652922, -0.223956, 0.283147, 0.0800475, 0.463774,  
Y Velocity[A/fs],-0.00875547, -0.00883612, -0.0844091, 0.0936042, 0.29345, 0.31123, 0.139784, -0.113885,  
Z Velocity[A/fs],-0.00363876, 0.00918917, -0.0926237, -0.2329, -0.00531507, -0.0456348, 0.181227, 0.124529,  
Speed[A/fs],0.00957917, 0.0186978, 0.520186, 0.259359, 0.369185, 0.423224, 0.242467, 0.493522, 

r3, C4H4, H, H, H, H, H, H, 
Y Velocity[A/fs],-0.0210392, 0.00017114, -0.0898775, -0.0910485, 0.0561845, 0.337497, 0.315428, 0.152848, -0.0939889,  
Z Velocity[A/fs],0.00546404, -0.00189888, 0.126748, -0.052196, -0.228756, -0.0283736, -0.0799354, 0.232188, 0.158449,  
Speed[A/fs],0.0220407, 0.0122088, 0.208629, 0.46922, 0.244296, 0.433616, 0.421257, 0.28874, 0.507906, 

r5, CH2, C3H4, H, H, H, H, 
Densities, 5.062361281144614, 13.95008105127645, 0.5492648478797769, 0.2631507797703199, 0.2217963028603448, 0.4523867844275148, 
Time[fs], 120.000000, 120.000000, 47.000000, 66.000000, 58.000000, 46.000000, 
Density Sum, 20.49904104735902
X Velocity[A/fs], -0.0335126, -0.000152716, -0.376813, -0.24488, 0.242863, 0.40474,  
Y Velocity[A/fs],-0.0393752, 2.1133e-07, -0.138959, 0.290599, 0.341204, -0.126461,  
Z Velocity[A/fs],0.00146454, -0.00779534, -0.189676, -0.0306505, 0.00817811, 0.155336,  
Speed[A/fs],0.0517266, 0.00779683, 0.444156, 0.381253, 0.418891, 0.451593, 

r39, C2H2, C2H3, H, H, H, H, H, 
Densities, 8.855089654364052, 9.708510223770062, 0.3772378411190487, 0.4394446321845383, 0.213267301490512, 0.3465282007036679, 0.3303282408813317, 
Time[fs], 120.000000, 120.000000, 42.500000, 89.500000, 64.000000, 51.500000, 48.500000, 
Density Sum, 20.27040609451321
X Velocity[A/fs], 0.00449013, 0.0209543, -0.456456, -0.0358492, -0.229976, 0.286462, 0.388812,  
Y Velocity[A/fs],-0.01817, -0.0128823, -0.0779711, 0.0991127, 0.296106, 0.343653, -0.137426,  
Z Velocity[A/fs],0.000223272, 0.0187576, -0.14377, -0.220664, 0.0255408, -0.00270566, 0.171988,  
Speed[A/fs],0.0187179, 0.0309335, 0.484872, 0.244543, 0.375793, 0.447398, 0.446811, 

r35, C4H5, H, H, H, H, H, 
Densities, 18.2586474993568, 0.3671401383400769, 0.4104148665342001, 0.3802838805546901, 0.4940763970888509, 0.3240240774677508, 
Time[fs], 120.000000, 43.000000, 53.000000, 66.500000, 77.000000, 44.000000, 
Density Sum, 20.23458685934237
X Velocity[A/fs], -0.00300036, -0.433317, -0.247036, 0.230803, 0.0318552, 0.443663,  
Y Velocity[A/fs],-0.00284183, -0.122866, 0.338465, 0.283269, 0.123344, -0.118091,  
Z Velocity[A/fs],-0.0109713, -0.170488, -0.0149204, -0.0285518, 0.271122, 0.173724,  
Speed[A/fs],0.0117238, 0.481587, 0.419295, 0.366506, 0.299559, 0.490879, 

r14, C4H5, H, H, H, H, H, 
Densities, 18.25125655571131, 0.415897321972069, 0.4332569793933227, 0.4267616498751946, 0.4208914410373115, 0.1611246450645747, 
Time[fs], 120.000000, 41.000000, 54.500000, 57.000000, 76.000000, 41.000000, 
Density Sum, 20.10918859305379
X Velocity[A/fs], -0.00926613, -0.469171, -0.248712, 0.265872, 0.0487734, 0.493923,  
Y Velocity[A/fs],-0.0123241, -0.073486, 0.320244, 0.298613, 0.136546, -0.109959,  
Z Velocity[A/fs],-0.00331129, -0.151861, 0.0304615, -0.0127861, 0.262715, 0.166829,  
Speed[A/fs],0.0157705, 0.498581, 0.406622, 0.400026, 0.300072, 0.532806, 

r29, C3H2, CH2, H, H, H, H, H, H, 
Densities, 12.54254168857066, 5.168599411709812, 0.3136382233864921, 0.6556293883015537, 0.4808450056018958, 0.3865888351702595, 0.3264671020322314, 0.1912073548112179, 
Time[fs], 120.000000, 120.000000, 38.500000, 120.000000, 57.000000, 55.000000, 89.500000, 40.500000, 
Density Sum, 20.06551700958412
X Velocity[A/fs], -0.0131823, 0.0245418, -0.523979, -0.0569876, -0.219757, 0.262555, 0.116282, 0.495242,  
Y Velocity[A/fs],-0.00843197, -0.0513133, -0.0554624, 0.111336, 0.307856, 0.315339, 0.164336, -0.0972959,  
Z Velocity[A/fs],-0.00217158, -0.000714444, -0.0492193, -0.0903923, -0.0411356, -0.0759918, 0.194984, 0.110882,  
Speed[A/fs],0.0157984, 0.0568847, 0.5292, 0.154318, 0.380474, 0.417311, 0.280262, 0.516745, 

r2, CH2, C3H3, H, H, H, H, H, 
Densities, 5.144879889422114, 13.53401111597791, 0.3066141418300984, 0.2233378463834246, 0.2093867494636174, 0.3558053322865354, 0.5727408064734716, 
Time[fs], 120.000000, 120.000000, 42.500000, 67.000000, 58.000000, 89.500000, 48.000000, 
Density Sum, 20.34677588183717
X Velocity[A/fs], -0.0205403, -0.00909842, -0.457062, -0.226073, 0.243914, 0.195768, 0.386504,  
Y Velocity[A/fs],-0.0186896, -0.00200321, -0.0905264, 0.281805, 0.349197, -0.120573, -0.106143,  
Z Velocity[A/fs],0.00214, 0.00486343, -0.1767, -0.00976736, 0.0186078, -0.156463, 0.146301,  
Speed[A/fs],0.0278529, 0.0105094, 0.49832, 0.361412, 0.426355, 0.278107, 0.42668, 

r41, CH2, C2, CH2, H, H, H, H, H, H, 
Densities, 5.229433036576858, 7.498761059154833, 5.204889976467054, 0.3975787618510825, 0.4959339434755384, 0.1740820214013151, 0.4710012129762402, 0.4730723736705499, 0.2008916977311032, 
Time[fs], 120.000000, 120.000000, 120.000000, 40.500000, 78.000000, 61.000000, 54.000000, 108.000000, 41.000000, 
Density Sum, 20.14564408330457
X Velocity[A/fs], -0.0342122, 0.00121151, 0.0268432, -0.476745, -0.0222892, -0.259381, 0.265264, 0.0644262, 0.49311,  
Y Velocity[A/fs],-0.0416491, -0.0162945, -0.0319039, -0.0847466, 0.0797998, 0.300284, 0.312163, 0.12363, -0.0982273,  
Z Velocity[A/fs],0.00210855, 0.000386667, -0.00412668, -0.142427, -0.243162, 0.0121731, -0.0417984, 0.139277, 0.0945891,  
Speed[A/fs],0.0539404, 0.0163441, 0.0418981, 0.504731, 0.25689, 0.396985, 0.411774, 0.197062, 0.511618, 

r19, CH2, C3H2, H, H, H, H, H, H, 
Densities, 5.192562484219274, 12.60143756750102, 0.4279066069794358, 0.4686680064867926, 0.2782141191187511, 0.5440710905255041, 0.4901764466752761, 0.2015926853473793, 
Time[fs], 120.000000, 120.000000, 41.500000, 69.500000, 61.000000, 53.500000, 82.500000, 40.000000, 
Density Sum, 20.20462900685343
X Velocity[A/fs], -0.0365241, 0.00225254, -0.464838, -0.0275708, -0.250653, 0.253873, 0.0918449, 0.495428,  
Y Velocity[A/fs],-0.0368348, -0.0136221, -0.0728115, 0.105946, 0.304647, 0.312738, 0.125658, -0.108893,  
Z Velocity[A/fs],0.0068107, 0.00614267, -0.156337, -0.285063, 0.015397, -0.0385001, 0.212024, 0.109248,  
Speed[A/fs],0.0523182, 0.0151119, 0.495799, 0.305362, 0.394808, 0.404647, 0.26302, 0.518885, 

r8, C4H4, H, H, H, H, H, H, 
Densities, 17.90999828314236, 0.3212095658535826, 0.4146171943487165, 0.3678324111341316, 0.4584920027896549, 0.4941170674347193, 0.2065510409405657, 
Time[fs], 120.000000, 108.500000, 46.000000, 57.000000, 52.500000, 120.000000, 40.000000, 
Density Sum, 20.17281756564373
X Velocity[A/fs], -0.00154101, -0.149139, -0.411634, -0.233154, 0.219584, 0.153817, 0.512847,  
Y Velocity[A/fs],-0.0172614, -0.175425, -0.101653, 0.317554, 0.341922, -0.121278, -0.0678153,  
Z Velocity[A/fs],-0.00245449, 0.151449, -0.167186, 0.0144173, 0.0140507, -0.0866067, 0.077685,  
Speed[A/fs],0.017503, 0.275596, 0.455771, 0.39422, 0.406602, 0.21417, 0.523112, 

r17, CH2, C2, CH2, H, H, H, H, H, H, 
Densities, 5.144005958526844, 7.382578414505325, 5.171941262835682, 0.4855166385699212, 0.4656318103229001, 0.3374428727009304, 0.2543965250011608, 0.4845233556405822, 0.4869339226130988, 
Time[fs], 120.000000, 120.000000, 120.000000, 42.500000, 85.500000, 55.000000, 58.500000, 76.000000, 45.500000, 
Density Sum, 20.21297076071645
X Velocity[A/fs], -0.0408265, 0.0135301, 0.00842208, -0.453794, -0.0746884, -0.258017, 0.278885, 0.0612775, 0.402944,  
Y Velocity[A/fs],-0.0288745, 0.00543084, -0.0221694, -0.0781169, 0.147206, 0.330614, 0.318279, 0.0966756, -0.169705,  
Z Velocity[A/fs],-0.00471749, 0.000431844, -0.00426138, -0.127748, -0.209597, 0.0773431, -0.00430989, 0.266143, 0.138556,  
Speed[A/fs],0.0502274, 0.0145857, 0.0240951, 0.47786, 0.266794, 0.426451, 0.423199, 0.289713, 0.458651, 

r42, C4H6, H, H, H, H, 
Densities, 19.11904396787303, 0.5663395860466431, 0.352234965979124, 0.2845715265826256, 0.15789263455785, 
Time[fs], 120.000000, 47.000000, 63.000000, 67.000000, 41.000000, 
Density Sum, 20.48008268103927
X Velocity[A/fs], 0.000826384, -0.392782, -0.257068, 0.209537, 0.503698,  
Y Velocity[A/fs],0.0080312, -0.0827166, 0.296112, 0.305291, -0.0853888,  
Z Velocity[A/fs],0.000373458, -0.154858, 0.00311223, 0.0238549, 0.0868578,  
Speed[A/fs],0.00808224, 0.430233, 0.392143, 0.371049, 0.518216, 

r31, CH2, C3H, H, H, H, H, H, H, H, 
Densities, 5.208231550983732, 12.12122988503856, 0.3176155449899618, 0.4459473317169999, 0.3877116077677903, 0.387100659099098, 0.4685714914875313, 0.4891760946443561, 0.2111938520039161, 
Time[fs], 120.000000, 120.000000, 39.000000, 102.000000, 54.000000, 57.000000, 63.500000, 117.000000, 40.500000, 
Density Sum, 20.03677801773194
X Velocity[A/fs], -0.0121621, 0.00119222, -0.519416, -0.0960928, -0.248191, 0.238367, 0.0697203, 0.125936, 0.504994,  
Y Velocity[A/fs],-0.0407377, 0.0140473, -0.0472063, 0.108512, 0.326471, 0.320304, 0.0624498, -0.00597886, -0.120777,  
Z Velocity[A/fs],-0.00505447, -0.00116861, -0.0560512, -0.164084, 0.0553565, 0.0162271, 0.332221, 0.117076, 0.00303486,  
Speed[A/fs],0.0428139, 0.0141462, 0.52456, 0.218934, 0.413819, 0.399596, 0.345154, 0.172053, 0.519245, 

r4, CH2, C3H2, H, H, H, H, H, H, 
Densities, 5.105969754429832, 12.53387198857807, 0.3909801034970521, 0.560573331353475, 0.5108869441058215, 0.4357005430833543, 0.2790057108582653, 0.1714918106287422, 
Time[fs], 120.000000, 120.000000, 42.000000, 86.000000, 55.500000, 52.000000, 57.000000, 40.500000, 
Density Sum, 19.98848018653461
X Velocity[A/fs], -0.0434372, 0.0119058, -0.448534, -0.077247, -0.261383, 0.244279, 0.0656078, 0.513674,  
Y Velocity[A/fs],-0.038111, 0.0014889, -0.10739, 0.162155, 0.296208, 0.338173, 0.068941, -0.104338,  
Z Velocity[A/fs],0.00853826, -0.0154197, -0.181413, -0.174538, 0.0323038, -0.004914, 0.360103, 0.0327148,  
Speed[A/fs],0.0584135, 0.019538, 0.495607, 0.250449, 0.396364, 0.417201, 0.372467, 0.525183, 

r1, CH2, C3H3, H, H, H, H, H, 
Densities, 5.017106681331511, 13.24110372308773, 0.3069521258719797, 0.2402352243246345, 0.3070427258766628, 0.916994470562694, 0.3858849136487781, 
Time[fs], 120.000000, 120.000000, 45.000000, 59.000000, 64.000000, 120.000000, 47.500000, 
Density Sum, 20.41531986470399
X Velocity[A/fs], -0.0354295, 0.014349, -0.434847, -0.254896, 0.224731, 0.0531145, 0.402776,  
Y Velocity[A/fs],-0.0319638, 0.00193357, -0.0764482, 0.312197, 0.295782, 0.0636889, -0.127683,  
Z Velocity[A/fs],0.00416476, 0.00282149, -0.161659, 0.00318607, 0.0265771, 0.064634, 0.155142,  
Speed[A/fs],0.0478987, 0.0147511, 0.470181, 0.40305, 0.372421, 0.105143, 0.450112, 

r37, C3H3, CH2, H, H, H, H, H, 
Densities, 13.40382510198958, 5.189587187135194, 0.5412407375292715, 0.4448760349540513, 0.2760148912484676, 0.2849118193647148, 0.1970359222020778, 
Time[fs], 120.000000, 120.000000, 47.000000, 87.500000, 58.000000, 63.500000, 41.500000, 
Density Sum, 20.33749169442336
X Velocity[A/fs], 0.011939, 0.0236671, -0.389944, -0.0481462, -0.27607, 0.209182, 0.475352,  
Y Velocity[A/fs],-0.0115602, -0.0213012, -0.0963813, 0.102781, 0.316156, 0.307607, -0.0846776,  
Z Velocity[A/fs],0.00771202, 0.00456779, -0.170587, -0.220979, 0.0231622, 0.0372872, 0.172357,  
Speed[A/fs],0.0183209, 0.0321673, 0.436401, 0.248422, 0.420364, 0.373858, 0.512676, 

r33, CH2, C3H2, H, H, H, H, H, H, 
Densities, 5.229248254391565, 12.76243436228788, 0.3986950671068529, 0.5149867784580041, 0.4924808535207162, 0.1401043328579489, 0.3869567400801954, 0.2132278675721483, 
Time[fs], 120.000000, 120.000000, 42.500000, 108.500000, 55.500000, 55.000000, 85.500000, 41.500000, 
Density Sum, 20.13813425627531
X Velocity[A/fs], -0.0231905, 0.00382355, -0.455658, -0.0462509, -0.241078, 0.288762, 0.049694, 0.480707,  
Y Velocity[A/fs],0.00382004, -0.00826049, -0.0939369, 0.0970788, 0.306042, 0.340539, 0.144487, -0.124069,  
Z Velocity[A/fs],0.000560467, 0.00834459, -0.0363372, -0.167994, -0.00359533, -0.0342219, 0.222722, 0.148004,  
Speed[A/fs],0.0235097, 0.0123486, 0.466657, 0.199463, 0.389607, 0.447796, 0.270095, 0.518052, 

r10, C2H3, C2H3, H, H, H, H, 
Densities, 9.567257385673674, 9.57235678966892, 0.5036931980688475, 0.3270031608740602, 0.2565435339641749, 0.1756443784516293, 
Time[fs], 120.000000, 120.000000, 44.000000, 59.500000, 59.500000, 48.500000, 
Density Sum, 20.40249844670131
X Velocity[A/fs], -0.00607239, 0.0322468, -0.411524, -0.268816, 0.192802, 0.430352,  
Y Velocity[A/fs],-0.0221872, 0.0225067, -0.123241, 0.283176, 0.341274, -0.0843163,  
Z Velocity[A/fs],-0.00112801, -0.00209511, -0.137318, 0.0661002, -0.0540289, 0.179848,  
Speed[A/fs],0.0230309, 0.0393802, 0.450995, 0.396005, 0.395676, 0.47398, 

r13, C4H4, H, H, H, H, H, H, 
Densities, 17.57652265645515, 0.7070366285088929, 0.3703743621031477, 0.3805718363676444, 0.3434831465445364, 0.5679696563564847, 0.4735240077878951, 
Time[fs], 120.000000, 120.000000, 41.000000, 57.500000, 57.000000, 120.000000, 46.500000, 
Density Sum, 20.41948229412375
X Velocity[A/fs], -0.00342217, -0.0337614, -0.47728, -0.254738, 0.231722, 0.033555, 0.399704,  
Y Velocity[A/fs],-0.0051615, -0.0534329, -0.0824477, 0.310977, 0.335537, -0.0174579, -0.120828,  
Z Velocity[A/fs],-0.0130025, 0.000446296, -0.122355, 0.0120966, -0.0308541, -0.0143822, 0.160303,  
Speed[A/fs],0.014402, 0.0632068, 0.499565, 0.402175, 0.40894, 0.0404669, 0.44728, 

r18, C3H4, CH, H, H, H, H, H, 
Densities, 14.33660365059445, 4.306625322486236, 0.3790927099463647, 0.3343757294501826, 0.250428917439244, 0.3890586614843794, 0.384002321837676, 
Time[fs], 120.000000, 120.000000, 45.000000, 58.000000, 66.000000, 96.000000, 48.000000, 
Density Sum, 20.38018731323853
X Velocity[A/fs], -0.0158817, 0.0248994, -0.444946, -0.233601, 0.226335, 0.161817, 0.401335,  
Y Velocity[A/fs],-0.0042732, -0.0124108, -0.0995155, 0.324247, 0.304233, -0.128934, -0.100664,  
Z Velocity[A/fs],0.00153641, -0.00780848, -0.0415532, -0.0243864, -0.0445504, -0.158351, 0.202508,  
Speed[A/fs],0.0165181, 0.0288961, 0.457829, 0.400375, 0.381799, 0.260545, 0.460665, 

r46, C2H2, C2H, H, H, H, H, H, H, H, 
Densities, 8.951823610750193, 8.113504418829516, 0.3518339583081342, 0.6427563329480573, 0.3361493085833752, 0.1889450277455218, 0.7624146054072798, 0.4360930774530585, 0.4404395069523805, 
Time[fs], 119.500000, 119.500000, 42.000000, 111.500000, 64.000000, 55.500000, 119.500000, 84.500000, 45.500000, 
Density Sum, 20.22395984697752
X Velocity[A/fs], -0.00148993, 0.00456706, -0.45629, -0.161956, -0.240544, 0.260493, -0.0308141, 0.218206, 0.415286,  
Y Velocity[A/fs],0.00597852, 0.0299787, -0.0866146, 0.0699175, 0.282515, 0.350754, 0.0175222, -0.113244, -0.087419,  
Z Velocity[A/fs],-0.00973984, 0.00405275, -0.169253, 0.022954, 0.0403061, -0.0244137, -0.0216558, -0.126686, 0.191583,  
Speed[A/fs],0.0115251, 0.0305942, 0.494317, 0.177891, 0.37323, 0.437585, 0.0415392, 0.276563, 0.465627, 

r44, CH2, C2, CH2, H, H, H, H, H, H, 
Densities, 5.035498777618638, 7.608360520809753, 5.238324812811883, 0.4388839702184753, 0.3955298968351219, 0.2741875018592648, 0.5118948615046267, 0.4335194307291912, 0.2446413640301996, 
Time[fs], 116.500000, 116.500000, 116.500000, 44.000000, 73.500000, 53.500000, 55.500000, 91.500000, 42.500000, 
Density Sum, 20.18084113641715
X Velocity[A/fs], -0.0257961, -0.0087616, 0.0281914, -0.414855, -0.0316661, -0.276505, 0.248194, 0.0428839, 0.463694,  
Y Velocity[A/fs],-0.0229933, -0.00302042, -0.000686385, -0.110934, 0.146764, 0.341445, 0.30887, 0.129217, -0.113206,  
Z Velocity[A/fs],-0.012539, -0.014446, 0.000236869, -0.177, -0.258294, 0.0337534, 0.00301217, 0.1929, 0.140792,  
Speed[A/fs],0.0367608, 0.0171632, 0.0282008, 0.464478, 0.298761, 0.440657, 0.396245, 0.236107, 0.497644, 

r38, C3H4, CH2, H, H, H, H, 
Densities, 14.17345451138421, 5.00484566668223, 0.368074805603486, 0.4675053257106726, 0.3257181860677557, 0.1960535103285682, 
Time[fs], 120.000000, 120.000000, 49.000000, 59.000000, 70.000000, 41.500000, 
Density Sum, 20.53565200577692
X Velocity[A/fs], -0.00484508, 0.0246367, -0.374321, -0.240081, 0.200678, 0.486777,  
Y Velocity[A/fs],0.00594508, -0.0147251, -0.151294, 0.293295, 0.282673, -0.0890337,  
Z Velocity[A/fs],0.00112725, 0.0026988, -0.162332, -0.0200445, -0.00677419, 0.101752,  
Speed[A/fs],0.00775174, 0.0288284, 0.435152, 0.379556, 0.34673, 0.505205, 

r12, CH2, C2H, CH2, H, H, H, H, H, 
Densities, 5.283696132377722, 8.037145217422751, 5.161111813646093, 0.1801097339645265, 0.4954506320216829, 0.2282305561643823, 0.3435178018899419, 0.393130297001396, 
Time[fs], 120.000000, 120.000000, 120.000000, 39.000000, 57.000000, 55.000000, 67.000000, 48.500000, 
Density Sum, 20.1223921844885
X Velocity[A/fs], 0.00497603, -0.00700135, 0.0342989, -0.504144, -0.243593, 0.270355, 0.0656343, 0.384143,  
Y Velocity[A/fs],-0.0444797, -0.0162575, 0.00869419, -0.134508, 0.281708, 0.334926, 0.124405, -0.184202,  
Z Velocity[A/fs],0.000978694, 0.0158438, -0.0235381, -0.0984284, -0.017122, -0.0340093, 0.299124, 0.121698,  
Speed[A/fs],0.0447678, 0.023756, 0.0424976, 0.530981, 0.372814, 0.431768, 0.330545, 0.443065, 

r48, CH2, C2H2, CH2, H, H, H, H, 
Densities, 5.183086657880656, 8.907857579490122, 5.029879269667229, 0.3554596632136913, 0.2777806915413906, 0.2890347336216402, 0.434711451223421, 
Time[fs], 108.000000, 108.000000, 108.000000, 51.500000, 61.000000, 58.000000, 44.500000, 
Density Sum, 20.47781004663815
X Velocity[A/fs], -0.0324345, 0.0048971, 0.0334812, -0.357421, -0.239409, 0.240226, 0.419402,  
